# 1992-08-24 TV Schedule for Канал 1
time	title
18:00	По света и у нас
18:10	Детски свят: Без дом тв филм /VI епизод/, Горските помощници /XIII епизод/, Костенурките нинджа /VIII епизод/ - анимационни филми
19:30	ТВ Справочник
19:50	Лека нощ, деца!
20:00	По света и у нас
20:40	Семейство Флинстоун - анимационен филм
21:10	Враг на врага тв филм /Швеция/ VIII епизод
22:00	Основателят Ангел Сладкаров - документален филм
22:30	Рок Стеди - забавно-музикално предаване
23:20	Дворец на смеха - документален филм
23:50	По света и у нас
