# 1998-11-23 TV Schedule for Канал 1
time	title
16:35	Тв пазар
17:00	По света и у нас
17:10	Аз съм Пътят и Истината, и Животът...
17:15	От обич - сериен тв филм
18:05	Само за ученици ли?...
18:30	Плaнета "Футбол"
19:00	Преди новините
19:15	Вкусно
19:25	Тв справочник
19:50	Лека нощ, деца!
20:00	По света и у нас
20:30	Киноцентърът представя: "Понеделник 8 1/2" и "Кит" - игрален филм /България/
22:30	Екип 4
23:00	Вход свободен - шоу на Тодор Колев
23:50	По света и у нас
00:00	Вход свободен - шоу на Тодор Колев /продължение/
00:55	Тв пазар
