# 2000-12-04 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Телепазарен прозорец
09:45	Всички обичат Реймънд - тв филм /33 епизод/
10:15	Детски свят: "Дневникът"
10:45	Курс по английски език "Кафене на кръстопът" /5 епизод/
11:15	Завещанието - тв филм /9 епизод/
12:00	Народно творчество: "Трънски легенди-Василка Андонова"
12:30	По света и у нас
12:40	Тасили - рушащата се планина - научнопопулярен филм
13:05	Улица "Сезам"
14:00	Необяснимото
14:30	Курс по английски език "Кафене на кръстопът" /6 епизод/
15:00	По света и у нас
15:05	Телепазарен прозорец
15:20	Приключенията на бабируса - научнопопулярен филм
15:45	Албум за пиано
16:00	Огледалце, огледалце - тв филм /11 епизод/
16:30	Детски свят: "Войната на зверовете" - анимационен филм /49 епизод/
17:00	По света и у нас
17:10	Новини на турски език
17:20	Дързост и красота - тв филм /406 епизод/
18:05	Вкусно
18:25	Частен случай
18:30	Пространства: "Циганска любов"
19:00	Завещанието - тв филм /10 епизод/
19:50	Лека нощ, деца!: "Цветчетата" /1 епизод/
20:00	По света и у нас
20:30	Киноцентърът представя: "Понеделник 8 1/2"и "Комбина"- игрален филм /България, 1982 г./, режисьор Никола Рударов, в ролите: Иван Иванов, Ваня Цветкова, Николай Сотиров и др.
22:45	Екип 4
23:15	Футболна Европа
00:15	По света и у нас
00:30	Изборът - вечерно токшоу
01:30	Където е сърцето - игрален филм /Германия/, режисьор Херман Цшохе, в ролите: Дебора Кауфман, Алберт Фортел, Щефан Рек, Александер Щробеле и др.
03:00	Пространства: "Циганска любов"
03:30	Страсти под слънцето - тв филм /106 епиозд/
04:20	Приключенията на бабируса - научнопопулярен филм
04:45	Видеоклипове
04:55	Всички обичат Реймънд - тв филм /33 епизод/
05:20	Видеоклипове на "Корс"
05:45	Дързост и красота - тв филм /406 епизод/
