# 2000-02-26 TV Schedule for Канал 1
time	title
07:10	Телепазарен прозорец
07:25	Детски свят: "Джон Хенри" - тв филм
08:20	Силни тела
08:30	Добро утро!
11:00	За животните с любов
11:30	Пресклуб
12:10	В акция
12:30	По света и у нас
12:40	Светът на дивата приирода - научнопопулярен филм /16 епизод/
13:10	Шпионка
13:50	Световно първенство по биатлон /12,5 км жени/ - пряко предаване от Норвегия
15:30	Като лъвовете - детско тв шоу
16:20	Суматоха - минути за култура
17:00	По света и у нас
17:10	Чудният свят на Дисни: "Скъпа, смалих децата" - игрален филм /20 епизод/
17:55	Мело тв мания - пряко предаване
18:25	Купонът продължава - 10 години "Подуене блус бенд"/II част/
18:55	Гол плюс
19:00	Ах, тези муцуни!
19:50	Лека нощ, деца!: "Гугулиада" /6-а приказка/
20:00	По света и у нас
20:30	Кинопарад: "Проблясък" - игрален филм /САЩ, 1994г./ режисьор Майкъл Аптид, в ролите: Мадлин Стоу, Ейдън Куин, Джеймс Римар, Питър Фридман и др.
22:25	Клуб НЛО"
23:15	Футбол плюс: Дерби от Европа /в паузата: По света и у нас/
01:15	Ударно - музикална програма
01:50	Странната история на Олга О. - игрален флм /Италия,1995г./, режисьор Антонио Бонифачо, в ролите Серена Гранди, Стефане Ферара, Даниела Поджи и др.
03:20	50 години джазфестивал в Ница
04:25	Светът на дивата природа - научнопопулярен филм /16 епизод/
04:50	Послание на духа - концерт на "АКВА"
05:30	Забранени снимки - игрален филм/САЩ,1996г./, режисьор Гил Бетман, в ролите: Фред Уилямсън, Синтия Ротрок, Робърт Форстър и др.
