# 2000-11-20 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Телепазарен прозорец
09:45	Всички обичат Реймънд - тв филм /26 епизод/
10:15	Детски свят: Дневникът
10:40	Курс по английски език: Кафене на кръстопът /3 епизод/
11:05	Завещанието - тв филм /3 епизод/
12:00	Народно творчество: "Години, години..." - рецитал на Анастасия Костова
12:30	По света и у нас
12:40	Щрих: Кожени гащи в царството на драконите
13:05	Детски свят: Улица "Сезам"
14:05	Необяснимото
14:35	Курс по английски език: Кафене на кръстопът /4 епизод/
15:00	По света и у нас
15:05	Телепазарен прозорец
15:20	Господарят на змията - научнопопулярен филм
15:45	Албум за пиано
16:05	Клиника на третия етаж - тв филм /7 епизод/
16:35	Детски свят: "Войната на зверовете" - анимационен филм /47 епизод/
17:00	По света и у нас
17:10	Новини на турски език
17:20	Дързост и красота - тв филм /398 епизод/
18:05	Национален календар: Въведение Богородично
18:10	Вкусно
18:25	Частен случай
18:30	Заедно: Ние, власите
19:00	Завещанието - тв филм /4 епизод/
19:50	Лека нощ, деца!: "Пъстра броеница"
20:00	По света и у нас
20:30	Киноцентърът представя: "Понеделник 8 1/2" и "Силна вода" - игрален филм /България,1975г./, режисьор Иван Терзиев, в ролите: Иван Григоров, Кирил Кавадарков, Филип Трифонов и др.
22:30	Екип 4
23:00	Футболна Европа
00:00	По света и у нас
00:15	Еротиката в съвременния български роман
00:45	Странноприемница Ямайка" - игрален филм /Франция/, режисьор Жил Беа, в ролите: Алис Беа, Хари Клевън и др.
02:15	Джазфестивал Банско 2000: Теодоси Спасов трио
03:10	Страсти под слънцето - тв филм /94 епизод/
04:00	Господарят на змията - научнопопулярен филм
04:30	Видеоклипове на Франсис Кабрел
05:15	Всички обичат Реймънд - тв филм /26 епизод/
05:45	Дързост и красота - тв филм /398 епизод/
