# 2000-12-06 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Национален календар: "Свети Николай, чудотворец" /Никулден/
09:35	Телепазарен прозорец
09:50	Всички обичат Реймънд - тв филм /35 епизод/
10:15	Детски свят: "Защо"
10:45	Курс по френски език /7 урок/
11:15	Завещанието - тв филм /11 епизод/
12:00	Народно творчество: "Жарава"
12:30	По света и у нас
12:40	Специализирано предаване за хора с увреден слух
13:00	Клиника на третия етаж - тв филм /17 епизод/
13:30	В света на динозаврите - научнопопулярен филм /4 епизод/
14:00	Фестивал на американската музика /І част/
14:30	Курс по френски език /8 урок/
15:00	По света и у нас
15:05	Телепазарен прозорец
15:20	Здравната реформа
15:35	Огледалният образ - научнопопулярен филм
16:05	Огледалце, огледалце - тв филм /13 епизод/
16:35	Детски свят: "Войната на зверовете" - анимационен филм /50 епизод/
17:00	По света и у нас
17:10	Новини на турски език
17:20	Дързост и красота - тв филм /408 епизод/
18:05	Вкусно
18:25	Частен случай
18:30	Въпроси и отговори
19:00	Завещанието - тв филм /12 епизод/
19:50	Лека нощ, деца!: "Цветчетата" /3 епизод/
20:00	По света и у нас
20:30	Клиника на третия етаж - тв филм /18 епизод/
21:00	В света на динозаврите - научнопопулярен филм /5 епизод/
21:30	Далекоглед
21:35	Умно село: "Възгледите на г-н Разказвача" /Николай Бинев/
22:15	Екип 4
22:45	Здравната реформа
22:55	Кръгове
23:25	Недосегаемите- тв филм /23 епизод/
00:10	По света и у нас
00:25	Техно
00:55	Адрес 4000
01:25	Майсторите хлебари - тв филм /3 и 4 епизод/
03:15	Мода за всички
03:45	Страсти под слънцето - тв филм /108 епизод/
04:35	Огледалният образ - научнопопулярен филм
05:00	Видеоклипове
05:10	Всички обичат Реймънд - тв филм /35 епизод/
05:35	Видеоклипове
05:45	Дързост и красота - тв филм /408 епизод/
