# 1992-10-01 TV Schedule for Ефир 2
time	title
16:45	Откриване на програмата
16:50	"Днес с Албена Димитрова"
17:00	Премиера на Ефир 2: Свидетелска телевизия -"Очевидците" на Румяна Червенкова за политиката, бизнесновинн, екоинформация и спорт - в същия час
18:00	"Мезонетът" - френска семейна комедия в 18 серии, I епизод, първо излъчване
18:25	Свидетелска телевизия "Очевидците" на Румяна Червенкова - пряко включване
18:35	"Въртележка" - дванайсетсериен детски тв филм (Мексико. 1989 г ). I епизод, първо излъчване
19:30	"Днес" - централна информационна емпсия с Милен Минчев
20:00	"Война на световете" - екшън - Фантастика в 14 серии (САЩ, 1988 г.).
21:30	"Шок"
22:00	"Днес +" с Емилия Иванова
22:30	"Тв справочник 2"
22:35	Десета муза: "Десетият нелегален" - италиански филм с Доминик Санда
24:00	"Днес"
24:10	Свидетелска телевизия: "Очевидците" на Румяна Червенкова за акцентите на деня, "Текущи скандали и резонанс", "Преуспели българи", "Криминална хроника". преглед на печата
