# 1992-10-01 TV Schedule for Канал 1
time	title
08:00	Добър ви ден
10:00	Детски свят: "Рисуваха да се знае" и  "Талисман"
11:00	"Съднята" - тв филм (Италия. Австралия). III филм. II част.
12:00	По света и у нас
17:00	По света и у нас
17:03	Детски свят: "Песенна мозайка", "Осмокраки хищници" и "Как разговарят пчелите"
18:00	По света и у нас
18:03	Детски свят: "Диплодо" - анимационен филм (I епизод)
18:30	Служебна защита - 17-серпен тв Филм (Испания) I епизод
19:30	Тв справочник
19:50	Лека нощ, деца!: "Приключенията на инспектор Ежко" анимационен филм (1 епизод)
20:00	По света и у нас
21:00	"Авантюра" - тв драма от Рада Москова
22:30	"30 дни кино"
22:45	"Гол след гол"
23:00	"Макгайвър" - 13-сериен тв филм. (САЩ). I епизод.
23:50	По света и у нас
