# 1997-07-25 TV Schedule for Канал 1
time	title
18:00	По света и у нас
18:10	Детски свят - В страната на коралите - нучнопопулярен филм
18:35	Златото на Шарл - тв филм /III част/
19:15	Вкусно
19:25	ТВ Справочник
19:45	Лека нощ, деца!
20:00	По света и у нас
20:30	Спорт
20:35	Обществен барометър
20:40	Плюс-минус
21:10	Клуб "НЛО"
22:10	Чехия в новите граници на НАТО - документален филм
22:35	Кръстопътища
22:45	Концерт на група "Акага"
23:30	По света и у нас
23:50	Петък 13
00:05	Една тайна повече - епизод от поредицата "Фредерик Форсайт представя" /Англия/
