# 2000-05-18 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	Отдаденост - сериен тв филм /20 последен епизод/
10:00	Детски свят: "Огледалната стая" и "Щастието на живота" /12 епизод/
10:35	Райска градина
11:05	Зад оградата - сериен тв филм /38 епизод/
12:00	Народно творчество: "Лутурки" /РТВЦ Русе/
12:30	По света и у нас
12:40	Човешка комедия
13:10	Спешно отделение - сериен тв филм /28 епизод/
14:00	Семеен портфейл
14:30	Екокамера
15:00	По света и у нас
15:05	Светът на чудесата - документална поредица
15:30	Кратка история на бъдещето
15:50	Векът на България: 1934
16:00	Ермак - сериен тв филм /Русия, 1996г./, І серия, режисьори Владимир Краснополски, в ролите: Виктор Степанов, Никита Джигурда, Ирина Алфьорова и др.
17:00	По света и у нас
17:10	Детски свят: "Сламено сираче" - тв филм /ІІ епизод/
17:40	Вкусно
17:55	Частен случай
18:00	Теглене тиражите на ТОТО 2
18:30	Здраве
19:00	Седмица
19:50	Лека нощ, деца!: "Приказки оттук и там" /4 епизод/
20:00	По света и у нас
20:35	Спешно отделение - сериен тв филм /30 епизод/
21:30	24 квадрата
22:00	Екип 4
22:30	Концерт на Ерик Сардинас
23:00	Крадецът си е крадец - сериен тв филм /3 епизод/
00:00	По света и у нас
00:15	1002 нощи
01:15	Фалшиви лекарства - игрален филм /Франция/
02:45	Видеоклипове на Даяна Рос
03:15	Светът на чудесата - документална поредица
03:40	Горещият град - игрален филм /САЩ/
05:15	Видеоклипове на Ален Сушон
05:45	Дързост и красота - сериен тв филм /205 епизод/
