# 1989-04-08 TV Schedule for Първа програма
time	title
08:30	Добро утро - информационно-музикално предаване
10:00	Изберете
10:05	За децата: "Храброто еленче" - анимационен филм; "Призраци отвъд" - тв филм (III епизод); "Как да стана голям" и "Внимание, маймунки" - анимационни филми
11:15	Пътуване за никъде - игрален филм (Испания, 1986 г.), I част
12:30	Днес
12:40	Времена и хора - публицистично предаване
13:30	Естеството на нещата: "Мечти, превърнати в действителност" - Мария Кюри
14:00	Вариант "М"
15:00	Футбол: "Витоша" - "Славия" - пряко предаване от стадион В.Левски. В паузата: тв реклама представя: "Завод Химик" - Асеновград
16:45	Музикално предаване с участието на Тамара Гвардцители, Сергей Манев, Владимир Пресняков
17:00	Днес
17:10	Родови хроники: "Именникът на българските ханове"
18:10	Тв реклама представя: 50 г. завод "Малчика"
18:40	Коженото яке - детски тв филм
19:40	Лека нощ, деца! - Малката русалка (II епизод)
20:00	Панорама
21:00	Алф - тв филм (VII епизод)
21:25	Пътуване за никъде - игрален филм (Испания, 1986 г.), II част, първо излъчване
22:30	Изберете
22:35	Стоп-кадър
23:15	Опера престо - анимационен филм (VI епизод)
23:25	В края на деня
23:40	Студио "X": "Борсалино и С-ие" - игрален филм (Франция), режисьор Жак Дьоре в ролите: Ален Делон, Рикардо Кучола, Даниел Ивернел и др. с надписи, първо излъчване
