# 2000-05-09 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	Отдаденост - сериен тв филм /13 епизод/
09:55	Детски свят: "Само за ученици ли..."
10:25	Език мой
10:40	Очи в очи с животните
11:00	Детски свят: "Улица "Сезам"
12:00	Народно творчество: "От дума на дума"
12:30	По света и у нас
12:40	Адрес 4000
13:10	Спешно отделение - сериен тв филм /23 епизод/
13:55	Съкровищата на света
14:10	В добра компания
14:40	Курс по немски език /1 урок/
15:00	По света и у нас
15:05	Светът на чудесата - документална поредица
15:35	Внимание, деца /за вас, родители/
16:05	Отдаденост- сериен тв филм /15 епизод/
17:00	По света и у нас
17:10	Детски свят: "Десети "Б" - тв филм /11 епизод/
17:40	Вкусно
17:55	Частен случай
18:00	За вас, потребители
18:25	Национален календар: "160 години от рождението на Хаджи Димитър и Стефан Караджа"
18:30	Открито
19:00	Зад оградата - сериен тв филм /35 епизод/
19:50	Лека нощ, деца!: "Гугулиада"
20:00	По света и у нас
20:30	Спешно отделение - сериен тв филм /25 епизод/
21:20	Един ден на...
22:00	Екип 4
22:30	Фатерланд - игрален филм /САЩ, 1995 г./, режисьор Кристофър Менол, в ролите: Рутгер Хауер, Миранда Ричардсън, Питър Вон и др.
00:15	По света и у нас
00:25	Клубно парти с група Сленг"
01:05	Адрес 4000
01:35	Съкровищата на света
01:50	В добра компания
02:20	Видеоклипове на Даяна Рос
03:00	Далеч от очите - игрален филм /Франция/, 2 серия
04:40	Светът на чудесата - документална поредица
05:05	Видеоклипове на Мадона
05:45	Дързост и красота - сериен тв филм /198 епизод/
