# 2000-02-29 TV Schedule for Ефир 2
time	title
17:55	По света и у нас
18:05	Грозното пате - анимационен филм /38 епизод/
18:30	Риск печели, риск губи - шоу на Къци Вапцаров
19:00	Моят дом
19:15	Дързост и красота - сериен тв филм /227 епизод/
20:00	Щрих: "Лято"
20:30	Кречетало
21:00	Отвъдморски легенди - научнопопулярен филм /7 епизод/
21:35	Шампионска лига: "Реал" /Мадрид/ - "Байерн" /Мюнхен/, пряко предаване от Мадрид /в паузата: По света и у нас/
23:30	Адвокати - сериен тв филм /3 епизод/
01:00	Край на програмата
