# 1998-11-27 TV Schedule for Канал 1
time	title
06:55	Тв пазар
07:00	Точно в 7
11:00	Парламентарен контрол - пряко предаване
12:30	По света и у нас
12:40	Парламентарен контрол - пряко предаване
14:00	Тв пазар
16:35	Тв пазар
17:00	По света и у нас
17:10	От обич - сериен тв филм
18:00	Детски свят
19:00	Здраве
19:15	Вкусно
19:25	Тв справочник
19:50	Лека нощ, деца!
20:00	По света и у нас
20:30	Седмица
21:00	Паднали ангели  - сериен тв филм /САЩ, VI епизод/
21:35	Клуб НЛО
22:35	Независима жена - 6-сериен тв филм /САЩ/, VI епизод
23:25	Гол след гол
23:45	По света и у нас
00:00	1002 нощи
01:30	Дневниците на червените обувки - сериен тв филм
02:00	Тв пазар
