# 1998-12-25 TV Schedule for Канал 1
time	title
09:30	"Рождество Христово" - тържествена света литургия, пряко предаване от Патриаршеската катедрала Св. Александър Невски"
10:30	Детски Свят: "Мишлето на Дядо Коледа" и "Котаракът Хийтклиф" - анимационни филми
12:10	Вкусно
12:20	Коледен благослов с участието на "Мистерията на българските гласове"
12:50	По света и у нас
12:55	Коледно послание на папа Йоан Павел II - пряко предаване от Ватикана
13:30	Фестивал на коледната песен
14:00	Бели вълци 1 - приключ. филм, САЩ
15:25	Московски цирк вурху лед
16:25	Детски свят: "Детето чудо" - тв филм и "Здравей"
18:30	Теглене на тиражите на ТОТО 2
18:45	Концерт на Софийската филхармония с участието на Анна Томова-Синтова и Гена Димитрова
19:45	Лека нощ, деца!
19:55	Благодарим ти, Господи
20:00	По света и у нас
20:15	"Фантом в Монте Карло" - игрален филм, Англия
21:45	Честване на 50-ия рожден ден на Ендрю Лойд Уебър в Ройъл Албърт Хол
23:15	Незабравима Коледа - драма, САЩ
