# 1998-11-29 TV Schedule for Канал 1
time	title
08:55	Тв пазар
09:00	Неделно благовестие
09:10	Силни тела
09:20	Неделен магазин
11:00	Детски свят
11:30	Обеден концерт: "В памет на Димитър Манолов" /II част/
12:30	По света и у нас
12:40	Тв спорт
13:00	Футбол: "Литекс" - ЦСКА, среща от турнира на "А" ПФГ - пряко предаване от Ловеч
15:25	Бразди
15:55	Фолклорен концерт
16:25	Под облак - документален филм на Костадин Бонев /II част/
17:00	По света и у нас
17:10	Атлас: "Езикът на мечките"
17:45	Родина по принуда - документален филм
18:15	24 квадрата
18:45	Теглене тиражите на ТОТО 2
19:00	Уолт Дисни представя...
19:50	Лека нощ, деца!
20:00	По света и у нас
20:30	Неделна киновечер: "Розуел" - игрален филм /САЩ/
22:05	Каналето
22:45	Дамски пасианс - музикална програма
23:15	Остров за блажени
23:30	По света и у нас
23:45	Убийство у съседите - епизод от тв поредица "Двамата Кордие" /Франция/
01:15	Тв пазар
