# 1999-09-19 TV Schedule for Канал 1
time	title
08:30	Добро утро
11:00	Стълбица към небето 
11:15	Детски свят
12:30	По света и у нас
12:40	Народно творчество
13:25	Златният век -11 сериен тв филм /България/, 7 серия
14:25	Пазители на дивата природа
15:20	Авантюри
15:30	Писма за надежда
16:20	Попкласика
16:50	По света и у нас
17:00	Вариант 3
17:55	Направи си сам
18:10	Нота бене или внимавай в картинката-тв игра
19:00	Чудният свят на Дисни
19:50	Лека нощ, деца!
20:00	По света и у нас
20:30	Работещо момиче -игр. филм САЩ
22:25	КакАфония
23:05	Островът на блажените
23:15	По света и у нас
23:30	Спортна мрежа
00:00	Отвъд полунощ
00:30	Отдел Убийства -животът на улицата -18 еп.
