# 1999-09-19 TV Schedule for Ефир 2
time	title
15:10	Великата илюзия: Чаплин -игр. филм /САЩ/
17:30	Риск печели, риск губи
18:00	Днес
18:10	Специализирано предаване за хора с увреден слух
18:30	Сладката Канди -7 еп.
19:00	Ах, тези муцуни
20:00	Реверберации. Дългият път на Кендзабур Ое към бащинството -док. филм /Япония/
21:00	Концерт на Нов симфоничен оркестър
22:00	Днес +
22:20	Топспорт
22:25	Международен театрален фестивал Сцена на кръстопът -Пловдив ’98 /дневник/
22:40	Цената на парите -игр. филм /Италия/
