# 2000-06-18 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Детски свят: "Квазимодо" - анимационен филм /6 епизод/
08:00	Чай
10:30	Детски свят: "Бон-бон" и "Неделно междучасие"
11:30	Неделно здраве
11:40	Обеден концерт: "Концерти от програмата на "Софийски музикални седмици" и "Салон на изкуствата"
12:30	По света и у нас
12:40	Бразди
13:10	Минаха години
13:40	В начало беше Словото
14:10	Минута е много - тв състезание
14:40	Съкровищата на света - документална поредица
14:55	Гласове от бъдещето - българските кандидати за Международния оперен конкурс "Борис Христов"
15:25	Умно село: "Възгледите на един войвода" /Васил Михайлов/
16:10	Хит минус едно
17:00	По света и у нас
17:10	Уолт Дисни представя...
18:00	Гласове
18:30	Теглене тиражите на ТОТО 2
18:45	Европейско първенство по футбол: Словения - Испания, пряко предаване от Амстердам /в паузата: Лека нощ, деца!: "Гугулиада"/
21:00	По света и у нас
21:30	Европейско първенство по футбол: Норвегия - Югославия, пряко предаване от Лиеж
00:00	По света и у нас
00:15	Мода за всички
00:45	NBA - професионален баскетбол от САЩ
01:45	Бар Екзотика" - игрален филм /САЩ/, режисьор Ейтом Егоян, в ролите: Брус Грийнул, Миа Кършнър, Елиъс Котиъс и др.
03:30	Джазтайм
04:00	Щрих: "Германските княжески родове"
04:30	Видеоклипове на Даяна Рос
05:00	Съкровищата на света
05:15	Видеоклипове на Тонтон Давид
05:45	Доктор Куин - лечителката - сериен тв филм /13 епизод/
