# 1992-12-31 TV Schedule for Канал 1
time	title
14:50	По света и у нас
15:00	Жена на честта - игрален филм /Италия/ 3 епизод
16:30	Ушуайа - търсачи на силни усещания
16:55	Детски свят - Конерт на детска вокална група "Мечо Пух", Призракът на Фафнър Хол - анимационен филм /4 епизод/, Отново по бобеното стъбло - мюзикъл върху лед, Приключенията на Том Сойер - анимационен филми
19:30	АЛФ - тв филм /16 епизод/
20:00	По света и у нас
20:20	Хитър Петър - тв спектакъл
21:30	АЛФ - тв филм /17 епизод/
21:55	Връчване на наградите за 1992г на националната "Ку-Ку" академия
23:40	Искри от огъня - народна музика
23:55	Новогодишно приветствие към българския народ на президента на Република България д-р Жельо Желев
24:00	Химн на Република България
00:05	Да ни е честита новата година - народна музика
00:25	Кюп старс шоу
02:20	Оливия Нютън Джон и Клиф Ричард представят Световните музикални награди за 1992г. /1 част/
03:30	Ех тази телевизия - Терминатор 1
