# 2000-03-02 TV Schedule for Ефир 2
time	title
17:55	По света и у нас
18:05	Грозното пате - анимационен филм /40 епизод/
18:30	Риск печели, риск губи - шоу на Къци Вапцаров
19:00	Моят дом
19:15	Дързост и красота - сериен тв филм /229 епизод/
20:00	Щрих: "Есен"
20:30	Интеграл: видеоклипове на Селин Дион
21:15	Галерията в Сен Сирк - документален филм
21:30	Отвъдморски легенди - научнопопулярен филм /9 епизод/
22:00	По света и у нас
22:10	Топспорт
22:15	NBA - баскетболно шоу на професионалистите
22:45	Семе от тамаринд - игрален филм /Англия/, режисьор Блейк Едуардс, в ролите: Джули Андрюс, Омар Шариф, Антъни Куейл и др.
00:45	Край на програмата
