# 1984-12-31 TV Schedule for Първа програма
time	title
10:00	Новини
10:10	За децата: Музика в картини, Хижата на Робинзон и Снежните човеци
12:05	Шарена поляна - с участието на ансамбъл за народни песни и танци - Ямбол
12:30	Новини
16:30	Новини
16:45	На раздумка и песен - фолклорна програма съвместно с Българско радио
17:15	За децата: Приказка за звездното момче - игрален филм (I серия)
19:40	Панорами-84 (II част)
20:30	В новогодишната нощ
23:30	Новогодишни хора
23:50	Новогодишно приветствие към българския народ на генералния секретар на ЦК на БКП и председател на Държавния съвет на НРБ Тодор Живков
00:05	Жива, здрава годинчица - хора и ръченици
00:15	Новогодишно поздравление на Централната съветска телевизия
00:30	Нощен експрес-85 - интернационално забавно-музикално предаване
03:30	Край на програмата
