# 2000-05-19 TV Schedule for Ефир 2
time	title
16:00	ХХХI Международно рали "Албена" /пряко предаване/
17:00	Баскетбол /мъже/: Полуфинална среща от републиканското първенство - пряко предаване /в паузата: По света и у нас/
18:30	Риск печели, риск губи - шоу на Къци Вапцаров
19:00	Европейско първенство по бокс: Полуфинали /пряко предаване от Тампере/
21:00	Магията на киното /27 епизод/
21:25	Видеоклипове на Уитни Хюстън
22:00	По света и у нас
22:10	Топспорт
22:15	Камий Клодел - игрален филм /Франция/, І част, режисьор Брюно Нюйтен, в ролите: Изабел Аджани, Жерар Депардийо, Мадлен Робинсон, Ален Кюни и др.
23:50	Край на програмата
