# 2000-05-19 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	Ермак - сериен тв филм /І серия/
09:55	Детски свят: "Големият лов на Нанук" - анимационен филм /9 епизод/ и "Щастието на живота" /13 епизод/
10:30	За вас, потребители
11:00	Парламентарен контрол
12:30	По света и у нас
12:40	Парламентарен контрол
14:00	Архивите говорят
14:30	Език мой - предаване за българския език
14:45	Профили
15:00	По света и у нас
15:05	Атлас: "Изгубен град на маите"
15:35	По вълните на музиката
16:00	Ермак - сериен тв филм /2 серия/
17:00	По света и у нас
17:10	Детски свят: "Здравей!"
17:40	Вкусно
17:55	Частен случай
18:00	Всички обичат Реймънд - сериен тв филм /36 епизод/
18:30	Часът на Уорнър
19:20	Европа
19:50	Лека нощ, деца!: "Приказки оттук и там" /5 епизод/
20:00	По света и у нас
20:30	Панорама
21:30	Досиетата Х" - сериен тв филм /80 епизод/
22:20	Джубокс
23:05	Циганката - игрален филм /Франция, 1985г./, режисьор Филип дьо Брока, в ролите: Клод Брасьор, Мартен Ламот, Стефан Одран, Клеманти Селарие и др.
00:35	По света и у нас
00:45	Концерт на Бил Бръфърт
02:15	Добродетелите на убиеца - сериен тв филм /4 епизод/
03:10	24 квадрата
03:40	Жан Жироду - документален филм
04:25	Видеоклипове на "Аеросмит"
05:00	Камий Клодел - игрален филм /Франция/, І част
06:35	Видеоклипове на Аланис Морисет и Шерил Кроу
