# 2000-06-12 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	Дързост и красота - сериен тв филм /289 епизод/
09:45	Детски свят: "Големият лов на Нанук" /24 епизод/ и "Квазимодо" /І епизод/ - анимационни филми и "Улица "Сезам"
11:30	Дизайнери за целия свят - научнопопулярен филм
12:00	Народно творчество: "Събори и надпявания"
12:30	По света и у нас
12:40	Щрих: "Германските княжески родове"
13:05	Криминален отдел - сериен тв филм /І епизод/
13:55	Порив - портрет на пианистката Антонина Бонева
14:30	Курс по английски език "Гледай напред!" /43 урок/
15:00	По света и у нас
15:05	Дивият свят на Америка - научнопопулярен филм /22 епизод/
15:35	Албум за пиано
15:50	Очи в очи с животните
16:00	Дързост и красота - сериен тв филм /291 епизод/
17:00	По света и у нас
17:10	Детски свят: "Дневникът"
17:40	Вкусно
18:00	Всички обичат Реймънд - сериен тв филм /44 епизод/
18:30	Частен случай
18:35	Европейско първенство по футбол: Германия - Румъния, пряко предаване от Лиеж /в паузата: Лека нощ, деца!: "Гугулиада"/
21:00	По света и у нас
21:30	Европейско първенство футбол: Португалия - Англия, пряко предаване от Айндховен
00:00	По света и у нас
00:15	Твърда игра - игрален филм /САЩ/, режисьор Джордж Ершбеймър, в ролите: Майкъл Дудикоф, Лиза Хауърд, Стив Бейкик, Харви Голд и др.
01:50	Дивият свят на Америка - научнопопулярен филм /22 епизод/
02:20	Видеоклипове на Мадона
03:00	Край на програмата
