# 1994-07-18 TV Schedule for Ефир 2
time	title
17:30	Европейско първенство по баскетбол (девойки) - пряко предаване на полуфиналната среща от Велико Търново (В паузата: "Поглед в невидимото" - научнопопулярен филм)
19:00	Днес
19:05	Безподобният Апостол - документален филм, автор К. Дуфев
19:30	Икономиката на САЩ - документална поредица, 7 епизод
20:00	Днес
20:15	Частен случай
20:20	Дързост и красота - семейна сага, 88 и 89 епизод
21:10	Планета
21:20	Произведено в България - моден магазин
22:00	Днес+
22:30	Таралеж
22:35	Тв справочник
22:40	Самурай - предаване за източни бойни изкуства
23:10	Празникът на Кроазет - кинфестивалът в Кан през годините
23:20	Чартшоу - седмична класация за поп- и рокмузика
00:10	Днес
