# 1994-07-18 TV Schedule for Канал 1
time	title
17:30	По света и у нас
17:35	Пътеводна светлина - сериен тв филм (161 епизод)
18:25	XV световно първенство по футбол САЩ '94: Дневник
19:25	Тв справочник
19:50	Лека нощ, деца!: Лиза и Паул - анимационен филм, XII епизод
20:00	По света и у нас
20:25	Спортни новини
20:35	Песните на Дякона
21:00	Тържествен митинг-заря по случай 157 години от рождението на Васил Левски - пряко предаване от площад "Васил Левски" в Карлово
21:30	Особен поглед: "Разбит живот" - игрален филм (Унгария), режисьор Пал Габор, в ролите Ян Новицки, Юли Баши и др., с надписи
23:15	По света и у нас
23:25	Тв бизнесвестник
23:35	Културна територия: "Искам да изляза преди времето"
