# 2000-12-09 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Специализирано предаване за хора с увреден слух
07:50	Силни тела
08:00	Добро утро
10:30	Национален календар: "165 години от рождението на Николай Павлович"
10:35	Детски свят: "Палавници" - тв игра и "Ала-бала"
11:35	История на френския джаз /3 част/
12:30	По света и у нас
12:40	Народно творчество: "От дума на дума"
13:10	България днес: Кърджали
13:40	Супермотор спорт
14:20	Нови пазари за България - тв филм за срещата Меркосур-Черноморско икономическо сътрудничество
14:50	Мрежата
15:20	Салон на книгата
15:45	Езикът на камъка - филм за III международен скулптурен симпозиум
16:15	Суматоха
17:00	По света и у нас
17:10	Чудният свят на Дисни: "Скъпа, смалих децата" - игрален филм /52 епизод/
18:00	Мело тв мания
18:30	Игри на съдбата - тв игра
19:00	Ах, тези муцуни
19:50	Лека нощ, деца!: "Цветчетата" /6 епизод/
20:00	По света и у нас
20:30	Кинопарад: "Три сърца" - игрален филм /САЩ, 1993 г./, режисьор Юрек Богайевич, в ролите: Уилям Болдуин, Кели Линч, Шерилин Фен и др.
22:15	Каналето
23:05	Концерт на Елтън Джон
00:05	По света и у нас
00:20	Наемникът - двусериен игрален филм /САЩ, 1996 г./, 1 част, режисьор Лорънс Гордън Кларк, в ролите: Роб Лоу, Кенет Кранам, Дебора Мур и др.
02:00	Видеоклипове на "Ниагара"
02:45	Страсти под слънцето - тв филм /111 епизод/
03:35	Видеоклипове на "Оейзис"
04:20	Британски хоризонти
04:50	Фестивал на американската музика /1 част/
05:20	Япония днес - научнопопулярен филм
05:35	Видеоклипове на "Де Ла Соул"
06:00	Формула на любовта - игрален филм /Русия, 1984 г./, режисьор М. Захаров, в ролите: Н. Мгалобишвили, Елена Валюшкина и др.
