# 2000-03-03 TV Schedule for Канал 1
time	title
07:40	Детски свят: "Юнак Петльо", "Грозното пате" - анимационен филм /27 епизод/, "Дейви Крокет" - тв филм и "Златните български деца в "Златната монета"
10:30	Български светини зад граница
11:00	Церемония по издигане националното знаме на Република България - пряко предаване от паметника на Незнайния воин
11:45	Българската музика... очарование и сила
12:30	По света и у нас
12:40	Завръщане в Пловдив - филм за Теодоси Спасов
13:10	Книги и история
13:40	Едно незабравимо лято - детски игрален филм
15:10	Соло за хористи - детският радиохор на турне
16:00	Възрожденско Карлово
16:30	Милчо Левиев - знак на свободолюбие
17:00	По света и у нас
17:10	Часът на Уорнър
18:00	Европа
18:30	Тържествена заря по случай 122-та годишнина от Освобождението на България - пряко предаване от площад"Народно събрание"
19:20	Неда - тв новела по Ивайло Петров
19:50	Лека нощ, деца!: "Гугулиада" /12 приказка/
20:00	По света и у нас
20:30	България - това съм аз - тв филм на Светослав Овчаров
21:50	Концерт на хор "Гусла"
22:35	Киноклуб: Панорама на Ален Рене: "Чичо ми от Америка" - игрален филм /Франция/, режисьор Ален Рене, в ролите: Жерар Депардийо, Никол Гарсия, Роже Пиер и др.
00:35	По света и у нас
00:45	Телепазарен прозорец
01:00	Джубокс
01:45	24 квадрата
02:15	Вечерно куклено шоу
02:40	Опасно ченге - игрален филм /САЩ/
04:10	Отвъдморски легенди - научнопопулярен филм /10 епизод/
04:40	Интеграл: видеоклипове на Тонтон Давид
05:10	Чичо ми от Америка - игрален филм /Франция/
