# 2000-11-22 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Телепазарен прозорец
09:45	Всички обичат Реймънд - тв филм /28 епизод/
10:20	Детски свят: Защо
10:50	Курс по френски език /5 урок/
11:15	Завещанието - тв филм /4 епизод/
12:00	Народно творчество: "Севлиевската духова музика"
12:30	По света и у нас
12:40	Специализирано предаване за хора с увреден слух
13:00	Отдаденост - сериен тв филм /51 епизод/
14:00	Квартет оп.18 №5 от Бетовен в изпълнение на Квартет Димов
14:30	Курс по френски език /6 урок/
15:00	По света и у нас
15:05	Телепазарен прозорец
15:20	Селището на видрите - научнопопулярен филм
15:50	Очи в очи с животните: Пъстри бъбривци
16:05	Клиника на третия етаж - тв филм /9 епизод/
16:35	Детски свят: "Войната на зверовете" - анимационен филм /48 епизод/
17:00	По света и у нас
17:10	Новини на турски език
17:20	Дързост и красота - тв филм /400 епизод/
18:05	Вкусно
18:25	Частен случай
18:30	Въпроси и отговори
19:00	Завещанието - тв филм /5 епизод/
19:50	Лека нощ, деца!: "Пъстра броеница"
20:00	По света и у нас
20:30	Отдаденост - сериен тв филм /52 последен епизод/
21:25	Далекоглед
21:30	Мостовете, които разделят - филм за затрудненото корабоплаване по река Дунав
22:10	Екип 4
22:40	Кръгове
23:10	Недосегаемите - тв филм /18 епизод/
00:00	По света и у нас
00:15	Техно
00:45	Адрес 4000
01:15	Дъщерите на винаря - сериен тв филм /3 и 4 епизод/
03:15	Мода за всички
03:45	Страсти под слънцето - тв филм /96 епизод/
04:35	Селището на видрите - научнопопулярен филм
05:00	Видеоклипове на Де Ла Соул
05:20	Всички обичат Реймънд - тв филм /28 епизод/
05:45	Дързост и красота - тв филм /400 епизод/
