# 2000-05-06 TV Schedule for Канал 1
time	title
07:00	Телепазарен прозорец
07:30	Специализирано предаване за хора с увреден слух
07:50	Силни тела
08:00	Добро утро!
09:00	Водосвет за бойните знамена - пряко предаване от ротондата "Св.Георги" в София
09:30	Нашата армия - документален филм
10:00	Тържествен парад по случай Деня на храбростта и Празника на Българската армия - пряко предаване Канал 1 от площад "Народно събрание"
11:00	Палавници - тв игра
11:30	Пресклуб
12:15	В акция
12:30	По света и у нас
12:40	Райска градина - предаване за личното стопанство
13:10	Минаха години
13:40	Супермотор спорт
14:40	Светът на дивата природа - научнопопулярен филм /26 последен епизод/
15:10	За животните с любов
15:40	Салон на книгата
16:10	Суматоха - минути за култура
17:00	По света и у нас
17:10	Чудният свят на Дисни: "Скъпа, смалих децата" - игрален филм /30 епизод/
18:00	Мело тв мания
18:30	Игри на съдбата - тв игра
19:00	Ах, тези муцуни!
19:50	Лека нощ, деца!: "Коки" /5 епизод/
20:00	По света и у нас
20:30	Кинопарад: "Федерални агенти" - игрален филм /САЩ,1988г./, режисьор Дан Голдбърг, в ролите: Ребека Де Морни, Мери Грос, Кен Маршъл и др.
22:10	Клуб НЛО"
23:00	Концерт на Стив Вай /І част/
00:00	По света и у нас
00:15	Концерт на Стив Вай /ІІ част/
01:05	Скитниците - игрален филм /САЩ/, режисьор Филип Кауфман, в ролите: Кен Уол, Карън Алън, Джон Фридрих, Тони Кейлъм, Алън Розенбърг, Джим Йънгс и др.
02:45	Екстремни спортове и музика на живо
03:15	Светът на дивата природа - научнопопулярен филм /26 епизод/
03:45	Интеграл
04:45	Империя на слънцето - игрален филм /САЩ/
