# 2000-05-12 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	Отдаденост - сериен тв филм /16 епизод/
09:55	Детски свят: "Големият лов на Нанук"- анимационен филм /5 епизод/ и "Щастието на живота" /8 епизод/
10:30	За вас, потребители
11:00	Парламентарен контрол
12:30	По света и у нас
12:40	Парламентарен контрол
14:00	Чудото с българина
14:30	Език мой - предаване за българския език
14:45	Съкровищата на света
15:00	По света и у нас
15:05	Атлас: "Мелник - слънце, пясъци и легенди"
15:35	По вълните на музиката
16:05	Отдаденост- сериен тв филм /18 епизод/
17:00	По света и у нас
17:10	Детски свят: "Клип купон"
17:40	Вкусно
17:55	Частен случай
18:00	Всички обичат Реймънд - сериен тв филм /33 епизод/
18:30	Часът на Уорнър
19:20	Европа
19:50	Лека нощ, деца!: "Гугулиада"
20:00	По света и у нас
20:30	Панорама
21:30	Досиетата Х" - сериен тв филм /78 епизод/
22:15	Джубокс
23:00	Пчеларят - игрален филм /Гърция, 1986 г./, режисьор Тео Ангелопулос, в ролите: Марчело Мастрояни, Серж Реджани, Надя Муруци и др.
01:00	По света и у нас
01:10	Добродетелите на убиеца - сериен тв филм /3 епизод/
02:05	24 квадрата
02:35	Видеоклипове на Уитни Хюстън
03:15	Циганска душа - игрален филм /Испания/
04:50	Видеоклипове на "Корс"
05:15	Пчеларят - игрален филм /Гърция, 1986 г./
