# 2000-12-05 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Телепазарен прозорец
09:45	Всички обичат Реймънд - тв филм /34 епизод/
10:15	Детски свят: "Войната на зверовете" - анимационен филм /45 епизод/
10:45	Курс по немски език /6 урок/
11:15	Завещанието - тв филм /10 епизод/
12:00	Ах, този фолк
12:30	По света и у нас
12:40	Адрес 4000
13:05	Клиника на третия етаж - тв филм /16 епизод/
13:35	В света на динозаврите - научнопопулярен филм /3 епизод/
14:05	Духовни простори: "Стари снимки от Света гора"
14:30	Курс по немски език /7 урок/
15:00	По света и у нас
15:05	Телепазарен прозорец
15:20	Здравната реформа
15:35	Внимание, деца
16:00	Огледалце, огледалце - тв филм /12 епизод/
16:30	Детски свят: "Защо"
17:00	По света и у нас
17:10	Новини на турски език
17:20	Дързост и красота - тв филм /407 епизод/
18:05	Национален календар: "Свети Николай, чудотворец" /Никулден/
18:10	Вкусно
18:25	Частен случай
18:30	Открито
19:00	Завещанието - тв филм /11 епизод/
19:50	Лека нощ, деца!: "Цветчетата" /2 епизод/
20:00	По света и у нас
20:30	Клиника на третия етаж - тв филм /17 епизод/
21:00	В света на динозаврите - научнопопулярен филм /4 епизод/
21:30	Далекоглед
21:35	Равнопоставеност - филм за българо-индийския диалог
22:10	Екип 4
22:40	Здравната реформа
22:50	Форте - българският Топ 20
23:20	Недосегаемите- тв филм /22 епизод/
00:05	По света и у нас
00:20	88 клавиша
01:00	Майсторите хлебари- тв филм /Франция/, 1 и 2 епизод, режисьор Ерве Бал, в ролите: Владимир Йорданов, Пол Кроше, Ан Жакмен и др.
02:45	Страсти под слънцето - тв филм /107 епиозд/
03:35	Джубокс
04:20	Тасили - рушащата се планина - научнопопулярен филм
04:45	Всички обичат Реймънд - тв филм /34 епизод/
05:10	Видеоклипове на Мадона
05:45	Дързост и красота - тв филм /407 епизод/
