# 1965-12-31 TV Schedule for Първа програма
# source: https://www.predavatel.com/bg/istoriya/
time	title
16:00	За децата: "Дете и вълшебство" - опера от Равел, предаване от Ленинград
18:00	"Какво ще гледаме в новогодишната вечер?" - преглед на програмата
18:15	Телевизионният театър представя за децата "Кристалната пантофка" от Тамара Габбе
20:00	"Зимна фантазия" - съветски филм-ревю на Ленинград
21:30	По света и у нас
22:00	Новогодишен спектър
