# 2000-11-24 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Телепазарен прозорец
09:45	Очи в очи с животните: Пъстри бъбривци
10:00	Детски свят: Улица "Сезам"
11:00	Парламентарен контрол
12:30	По света и у нас
12:40	Парламентарен контрол
14:00	Чудото с българина
14:30	Език мой
14:45	Япония днес
15:00	По света и у нас
15:05	Телепазарен прозорец
15:20	Атлас: Дарени от Бога
15:50	Национален календар: Празник на СУ "Св.Климент Охридски"
16:00	Клиника на третия етаж - сериен тв филм /11 епизод/
16:30	NBA - баскетболно шоу на професионалистите
17:00	По света и у нас
17:10	Новини на турски език
17:20	Дързост и красота - тв филм /402 епизод/
18:00	Вкусно
18:10	Детски свят: "Само за ученици ли?"
18:35	Часът на Уорнър
19:25	Тя и Той - две роли в една пиеса - филм за домашното насилие
19:50	Лека нощ, деца!:"Пъргавелчетата във ваканция" /9 епизод/
20:00	По света и у нас
20:30	Панорама
21:30	Профайлър - сериен тв филм /8 епизод/
22:15	Джубокс
23:00	Симфония за китове - игрален филм /Канада/, режисьор Ричард Джей Луис, в ролите Дженифър Дейл, Пол Грос, Блу Манкума, Джим Бърнс, Дебора Дюшейн и др.
00:50	По света и у нас
01:05	Неразкрити убийства - тв филм /22 епизод/
02:00	24 квадрата
02:30	Квартет оп.18 №5 от Бетовен в изпълнение на Квартет Димов
03:00	Страсти под слънцето - тв филм /98 епизод/
04:00	Симфония за китове - игрален филм
05:50	Видеоклипове на Мадона
06:31	Годините под знака на Бардо - документален филм
