# 2000-05-11 TV Schedule for Ефир 2
time	title
17:55	По света и у нас
18:05	Квазимодо - анимационен филм /7 епизод/
18:30	Риск печели, риск губи- шоу на Къци Вапцаров
19:00	Съкровищата на света - документална поредица
19:15	Дързост и красота - сериен тв филм /273 епизод/
20:00	Магията на киното /18 епизод/
20:25	Видеоклипове
20:40	Дивият свят на Америка - научнопопулярен филм /7 епизод/
21:05	Видеоклипове на Жан-Жак Голдман
22:00	По света и у нас
22:10	Топспорт
22:15	NBA - баскетболно шоу на професионалистите
22:45	Свидетел - игрален филм /Италия/, режисьор Паскуале Процесере, в ролите: Фабрицио Бентиволио, Маргерита Бей и др.
