# 2000-08-22 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	На границите на възможното - тв филм /34 епизод/
09:25	Детски свят:"Дневникът", "Чупи и Дуду"-анимационен филм /55 еп./ и "Опасният залив"-тв филм/20 епизод/
10:30	Език мой
10:45	Курс по немски език /12 урок/
11:15	Щефани, ангел хранител - тв филм /16 епизод/
12:00	Народно творчество: "Българският Марсел Селие"
12:30	По света и у нас
12:40	Щрих:"Мода, марки и маркетинг"
13:05	"В.И.П."- тв филм /16 епизод/
13:55	Курс по немски език /13 урок/
14:25	Жива вяра
15:05	Битка за животните - научнопопулярен филм /9 епизод/
15:30	Внимание, деца
16:00	Детски свят: "Войната на зверовете" - анимационен филм /7 епизод/ и "Десети "Б" - тв филм /43 последен епизод/
16:50	Рожен 2000: Картини и гласове от България
17:00	По света и у нас
17:10	Вкусно
17:20	Дързост и красота - тв филм /337 епизод/
18:05	"Сабрина - младата вещица" - тв филм /16 епизод/
18:30	Законът и ние
19:00	Щефани, ангел хранител - тв филм /17 епизод/
19:50	Лека нощ, деца!: "Кайо" /36 епизод/
20:00	По света и у нас
20:26	Спорт
20:30	В.И.П. - тв филм/17 епизод/
21:15	Далекоглед
21:20	Един ден …
21:50	Рожен 2000: Картини и гласове от България
22:00	Необикновена среща - документален филм на Даниела Кънева
22:35	По света и у нас
22:45	Спорт
22:50	Рожен 2000: Картини и гласове от България
23:00	Кречетало
23:30	Ловецът на елени - игрален филм /САЩ/, 1 част, режисьор Майкъл Чимино, в ролите: Робърт де Ниро, Джон Савидж, Кристофър Уокън, Мерил Стрийп и др.
01:05	Джазтайм
01:45	Жътвите на океана - игрален филм /Франция/, 3 епизод
03:20	Джубокс
04:05	Страсти под слънцето - тв филм /23 епизод/
04:55	На границите на възможното - тв филм /34 епизод/
05:20	Битка за животните - научнопопулярен филм /9 епизод/
05:45	Дързост и красота - тв филм /336 епизод/
