# 1998-11-26 TV Schedule for Канал 1
time	title
06:55	Тв пазар
07:00	Точно в 7
12:30	По света и у нас
12:40	Тв пазар
16:35	Тв пазар
17:00	По света и у нас
17:10	От обич - сериен тв филм
18:05	Детски свят
18:30	Дневникът: "Подхлъзването"
19:00	Теглене тиражите на ТОТО 2
19:15	Вкусно
19:25	Тв справочник
19:50	Лека нощ, деца!
20:00	По света и у нас
20:30	Служебна защита - сериен тв филм /VIII епизод/
21:30	Пленер "Родопи'98"
22:00	ВИП процес
22:30	Екип 4
23:00	В акция
23:15	България топ'20
00:05	По света и у нас
00:15	Шампионска лига
01:15	Тв пазар
