channel,date,time,name
"Канал 1",2000-08-23,10:25,"Пътешествия: Израел"
"Канал 1",2000-08-23,11:10,"Щефани, ангел хранител - тв филм /17 епизод/"
"Канал 1",2000-08-23,12:00,"Международен фолклорен фестивал-Велико Търново 2000"
"Канал 1",2000-08-23,12:30,"По света и у нас"
"Канал 1",2000-08-23,12:40,"За вас, потребители"
"Канал 1",2000-08-23,13:10,"В.И.П.- тв филм /17 епизод/"
"Канал 1",2000-08-23,14:00,"Третият сектор: Пари за…"
"Канал 1",2000-08-23,14:30,Дебюти
"Канал 1",2000-08-23,15:00,"Пътешествие с Шекспир /4 епизод/"
"Канал 1",2000-08-23,16:00,"Детски свят: ""Огледалната стая"" и ""Войната на зверовете"" - анимационен филм /8 епизод/"
"Канал 1",2000-08-23,16:50,"Рожен 2000: Картини и гласове от България"
"Канал 1",2000-08-23,17:00,"По света и у нас"
"Канал 1",2000-08-23,17:10,Вкусно
"Канал 1",2000-08-23,17:20,"Дързост и красота - тв филм /338 епизод/"
"Канал 1",2000-08-23,18:05,"Сабрина - младата вещица - тв филм /17 епизод/"
"Канал 1",2000-08-23,18:30,"Милосърдие - документален филм"
"Канал 1",2000-08-23,19:00,"Щефани, ангел хранител - тв филм /18 епизод/"
"Канал 1",2000-08-23,19:50,"Лека нощ, деца!: ""Кайо""/37 еп./"
"Канал 1",2000-08-23,20:00,"По света и у нас"
"Канал 1",2000-08-23,20:26,Спорт
"Канал 1",2000-08-23,20:30,"В.И.П. - тв филм /18 епизод/"
"Канал 1",2000-08-23,21:20,Далекоглед
"Канал 1",2000-08-23,21:25,"Рожен 2000: Картини и гласове от България"
"Канал 1",2000-08-23,21:35,Кръгове
"Канал 1",2000-08-23,22:05,"Сираци- документален филм на Николай Волев"
"Канал 1",2000-08-23,22:50,"Рожен 2000: Картини и гласове от България"
"Канал 1",2000-08-23,23:00,"По света и у нас"
"Канал 1",2000-08-23,23:10,Спорт
"Канал 1",2000-08-23,23:15,"Ловецът на елени -игрален филм /САЩ/, 2 част"
"Канал 1",2000-08-23,00:45,Техно
"Канал 1",2000-08-23,01:15,"Жътвите на океана - игрален филм /Франция/, 4 последен епизод"
"Канал 1",2000-08-23,03:00,"Моден свят"
"Канал 1",2000-08-23,03:30,"Страсти под слънцето - тв филм /24 епизод/"
"Канал 1",2000-08-23,04:20,"Видеоклипове на Даяна Рос"
"Канал 1",2000-08-23,04:50,"На границите на възможното - тв филм /35 епизод/"
"Канал 1",2000-08-24,05:05,"Видеоклипове на Уитни Хюстън"
"Канал 1",2000-08-24,05:45,"Дързост и красота - тв филм /338 епизод/"
"Канал 1",2000-08-24,06:30,"Сутрешен блок"
"Канал 1",2000-08-24,09:00,"На границите на възможното - тв филм /36 епизод/"
"Канал 1",2000-08-24,09:25,"Детски свят: ""Войната на зверовете"" /6 епизод/, ""Чупи и Дуду"" /57 епизод/, анимационни филми и ""Опасният залив"" - тв филм /22 епизод/"
"Канал 1",2000-08-24,10:20,"Краковски легенди"
"Канал 1",2000-08-24,10:30,"Райска градина - предаване за личното стопанство"
"Канал 1",2000-08-24,11:00,"Щефани, ангел хранител - тв филм /18 епизод/"
"Канал 1",2000-08-24,12:00,"Народно творчество: ""Плетеница"""
"Канал 1",2000-08-24,12:30,"По света и у нас"
"Канал 1",2000-08-24,12:40,"Човешка комедия"
"Канал 1",2000-08-24,13:00,"В.И.П. - тв филм /18 епизод/"
"Канал 1",2000-08-24,13:50,"Семеен портфейл"
"Канал 1",2000-08-24,14:20,Екокамера
"Канал 1",2000-08-24,14:50,"Пътешествие с Шекспир /5 част/"
"Канал 1",2000-08-24,15:50,"Кратка история на бъдещето"
"Канал 1",2000-08-24,16:20,"Детски свят: ""Войната на зверовете"" - анимационен филм /9 епизод/"
"Канал 1",2000-08-24,16:50,"Рожен 2000: Картини и гласове от България"
"Канал 1",2000-08-24,17:00,"По света и у нас"
"Канал 1",2000-08-24,17:10,Вкусно
"Канал 1",2000-08-24,17:20,"Дързост и красота - тв филм /339 епизод/"
"Канал 1",2000-08-24,18:05,"Краковски легенди"
"Канал 1",2000-08-24,18:15,"Теглене тиражите на ТОТО 2"
"Канал 1",2000-08-24,18:30,Здраве
"Канал 1",2000-08-24,19:00,"Щефани, ангел хранител - тв филм /19 епизод/"
"Канал 1",2000-08-24,19:50,"Лека нощ, деца!: ""Кайо"" /38 епизод/"
"Канал 1",2000-08-24,20:00,"По света и у нас"
"Канал 1",2000-08-24,20:35,"В.И.П. - тв филм /19 епизод/"
"Канал 1",2000-08-24,21:25,Далекоглед
"Канал 1",2000-08-24,21:30,"Рожен 2000: Картини и гласове от България"
"Канал 1",2000-08-24,21:40,"Джазфестивал - Варна 2000: концерт на Йълдъз - Дашек"
"Канал 1",2000-08-24,22:20,"Рожен 2000: Картини и гласове от България"""
"Канал 1",2000-08-24,22:30,"По света и у нас"
"Канал 1",2000-08-24,22:40,Спорт
"Канал 1",2000-08-24,22:45,"Радиошоу - игрален филм /САЩ/, режисьор Оливър Стоун, в ролите: Ерик Богосян, Алек Болдуин, Елън Грийн, Лесли Хоуп и др."
"Канал 1",2000-08-24,00:30,"1002 нощи /Гост-художникът Иван Кюранов/"
"Канал 1",2000-08-24,01:30,"Приятели до край - игрален филм /САЩ, 1997 г./, режисьор Джак Бендър, в ролите: Шарън Доърти, Дженифър Блан, Джейсън Лъндън, Хариет Сенсъм Харис и др."
"Канал 1",2000-08-24,03:05,"Страсти под слънцето - тв филм /25 епизод/"
"Канал 1",2000-08-24,03:55,"На границите на възможното - тв филм /36 епизод/"
"Канал 1",2000-08-24,04:20,"Пътешествия: Израел"
"Канал 1",2000-08-25,06:15,Видеоклипове
"Канал 1",2000-08-25,06:30,"Сутрешен блок"
"Канал 1",2000-08-25,06:31,"Дързост и красота - тв филм /339 епизод/"
"Канал 1",2000-08-25,09:00,"На границите на възможното - тв филм /37 епизод/"
"Канал 1",2000-08-25,09:25,"Детски свят: ""Войната на зверовете"" /7 епизод/, ""Чупи и Дуду"" /58 и 59 епизод/ - анимационни филми и ""Опасният залив"" - тв филм /23 епизод/"
"Канал 1",2000-08-25,10:25,"Щрих: ""Германските княжески родове"""
"Канал 1",2000-08-25,10:50,"Щефани, ангел хранител-тв филм/19 епизод/"
"Канал 1",2000-08-25,11:40,"От и за Великобритания"
"Канал 1",2000-08-25,12:00,"Народно творчество: ""Концерт на ансамбъл ""Тракия"""
"Канал 1",2000-08-25,12:30,"По света и у нас"
"Канал 1",2000-08-25,12:40,"Пътешествия: Нигер"
"Канал 1",2000-08-25,13:25,"Криминален отдел - тв филм /20 епизод/ ""Удавникът"""
"Канал 1",2000-08-25,14:20,"Мишел Льорис или мъжът без чест - документален филм"
"Канал 1",2000-08-25,15:10,"Атлас: ""Непознатата България - Кътче от рая"""
"Канал 1",2000-08-25,15:40,"По вълните на музиката"
"Канал 1",2000-08-25,16:00,"Профили: Балетистът"
"Канал 1",2000-08-25,16:15,"Детски свят: ""Войната на зверовете"" - анимационен филм /10 епизод/"
"Канал 1",2000-08-25,16:40,"Рожен 2000: Картини и гласове от България"
"Канал 1",2000-08-25,16:50,"По света и у нас"
"Канал 1",2000-08-25,17:00,Вкусно
"Канал 1",2000-08-25,17:10,"Дързост и красота - тв филм /340 епизод/"
"Канал 1",2000-08-25,17:55,"Висша футболна лига: ""Локомотив"" /Сф/ - ""Нефтохимик"" /Бс/, пряко предаване от ст. ""Локомотив"""
"Канал 1",2000-08-25,19:50,"Лека нощ, деца!: ""Банани с пижами"" /85 епизод/"
"Канал 1",2000-08-25,20:00,"По света и у нас"
"Канал 1",2000-08-25,20:30,"Досиетата Х"" - тв филм /92 епизод/"
"Канал 1",2000-08-25,21:15,"Международен турнир по лека атлетика от веригата ""Златна лига"" - пряко предаване от Брюксел"
"Канал 1",2000-08-25,23:00,"Рожен 2000: Картини и гласове от България"
"Канал 1",2000-08-25,23:10,"По света и у нас"
"Канал 1",2000-08-25,23:25,Джубокс
"Канал 1",2000-08-25,00:10,"Рожен 2000: Картини и гласове от България"
"Канал 1",2000-08-25,00:20,"Да умреш е лесно - игрален филм /Русия/, режисьор Александър Хван, в ролите: Полина Кутепова, Александър Лазарев, Георгий Тараторкин и др."
"Канал 1",2000-08-25,01:50,Кречетало
"Канал 1",2000-08-25,02:20,"Неразкрити убийства - тв филм /10 епизод/"
"Канал 1",2000-08-25,03:05,"Видеоклипове на Марк Лавоан /2 част/"
"Канал 1",2000-08-25,03:25,"Страсти под слънцето - тв филм /26 епизод/"
"Канал 1",2000-08-25,04:15,"На границите на възможното - тв филм /37 епизод/"
"Канал 1",2000-08-25,04:45,"Да умреш е лесно - игрален филм /Русия/"
"Канал 1",2000-08-26,05:30,"Битка за животните- научнопопулярен филм /10 епизод/ 6.00 -""Луда ревност""- игрален филм/САЩ/, 1 част"
"Канал 1",2000-08-26,07:20,"Детски свят: ""Войната на зверовете"" - анимационен филм /8 епизод/"
"Канал 1",2000-08-26,07:50,"Силни тела"
"Канал 1",2000-08-26,08:00,"Добро утро"
"Канал 1",2000-08-26,10:00,"Детски свят: ""Палавници"" - тв игра"
"Канал 1",2000-08-26,10:30,"Общобългарски събор ""Рожен 2000"" - пряко предаване на откриването"
"Канал 1",2000-08-26,11:00,"За животните с любов"
"Канал 1",2000-08-26,11:30,"Краковски легенди"
"Канал 1",2000-08-26,11:40,"Варненско лято: Хоров концерт, посветен на 125 годишнината от рождението на Добри Христов"
"Канал 1",2000-08-26,12:30,"По света и у нас"
"Канал 1",2000-08-26,12:40,"Народно творчество: ""Бяла Калина"""
"Канал 1",2000-08-26,13:00,"Портрети: проф. Георги Бакалов"
"Канал 1",2000-08-26,13:30,"Супермотор спорт"
"Канал 1",2000-08-26,14:10,"Битка за животните - научнопопулярен филм /10 епизод/"
"Канал 1",2000-08-26,14:40,Мрежата
"Канал 1",2000-08-26,15:10,"Салон на книгата"
"Канал 1",2000-08-26,15:40,"Волга, Волга - игрален филм /Русия/, режисьор Григорий Александров, в ролите: Любов Орлова, Игор Илински и др."
"Канал 1",2000-08-26,17:00,"По света и у нас"
"Канал 1",2000-08-26,17:10,"Чудният свят на Дисни: ""Криминалето на г-жа Мърфи"" - игрален филм /1 част/"
"Канал 1",2000-08-26,18:00,"Ретро мело/тв/мания"
"Канал 1",2000-08-26,18:30,"Игри на съдбата - тв игра"
"Канал 1",2000-08-26,19:00,"Аз съм такава, каквато съм /Жулиет Греко/"
"Канал 1",2000-08-26,19:50,"Лека нощ, деца!: ""Банани с пижами"" /86 епизод/"
"Канал 1",2000-08-26,20:00,"По света и у нас"
"Канал 1",2000-08-26,20:20,Спорт
"Канал 1",2000-08-26,20:30,"Общобългарски събор ""Рожен 2000"" /репортаж/"
"Канал 1",2000-08-26,21:00,"Кинопарад: ""Подводница ""Стелт"" - игрален филм /САЩ/, режисьор Марк Травис, в ролите: Бил Пулман, Уенди Шаал, Нед Бийти, Крис Деметъл и др."
"Канал 1",2000-08-26,22:35,"Клуб ""НЛО"""
"Канал 1",2000-08-26,23:25,"По света и у нас"
"Канал 1",2000-08-26,23:35,Спорт
"Канал 1",2000-08-26,23:40,"Форте: България Топ 20"
"Канал 1",2000-08-26,00:25,"Луда ревност - игрален филм /САЩ/, 1 част, режисьор Джон Патерсън, в ролите: Ан Маргарет, Питър Койот, Лесли Хоуп, Крисчън Кембъл и др."
"Канал 1",2000-08-26,01:55,"Видеоклипове на AC/DC"
"Канал 1",2000-08-26,02:30,"Волга, Волга - игрален филм /Русия/"
"Канал 1",2000-08-26,03:40,"Видеоклипове на Род Стюарт"
"Канал 1",2000-08-26,04:40,"Страсти под слънцето - сериен тв филм /27 епизод/"
"Канал 1",2000-08-27,05:00,"Луда ревност - игрален филм /САЩ/, 2 част"
"Канал 1",2000-08-27,07:30,"Детски свят: ""Войната на зверовете""- анимационен филм /9 епизод/"
"Канал 1",2000-08-27,08:00,Чай
"Канал 1",2000-08-27,10:00,"Детски свят: ""Бон-Бон"", ""Мама е невъзможна"" - тв филм /7 епизод/ и ""Чупи и Дуду"" - анимационен филм /60 епизод/"
"Канал 1",2000-08-27,11:05,"Неделно здраве"
"Канал 1",2000-08-27,11:15,"Обеден концерт: Интегрално изпълнение на квартетите на Бетовен - опус 132 и 135"
"Канал 1",2000-08-27,12:30,"По света и у нас"
"Канал 1",2000-08-27,12:40,Бразди
"Канал 1",2000-08-27,13:10,"Международен фолклорен фестивал - Велико Търново"
"Канал 1",2000-08-27,13:40,"Български светини зад граница: ""Откраднатият храм"""
"Канал 1",2000-08-27,14:20,"Минута е много- тв състезание"
"Канал 1",2000-08-27,14:50,"Сезоните на един актьор - филм за Михаил Михайлов"
"Канал 1",2000-08-27,15:25,"Големите писатели на ХХ век: Олдъс Хъксли"
"Канал 1",2000-08-27,16:15,"VІІІ национален фестивал на ромската музика, песни и танци - Стара Загора 2000"
"Канал 1",2000-08-27,17:00,"По света и у нас"
"Канал 1",2000-08-27,17:10,"Уолт Дисни представя..."
"Канал 1",2000-08-27,18:00,"Теглене тиражите на ТОТО 2 и Планета ""Спорт"""
"Канал 1",2000-08-27,18:55,"Концерт на Роберта"
"Канал 1",2000-08-27,19:50,"Лека нощ, деца!: ""Банани с пижами"" /87 епизод/"
"Канал 1",2000-08-27,20:00,"По света и у нас"
"Канал 1",2000-08-27,20:20,Спорт
"Канал 1",2000-08-27,20:30,"Общобългарски събор ""Рожен 2000"" - пряко предаване на заключителния спектакъл от Смолян"
"Канал 1",2000-08-27,22:00,"По света и у нас"
"Канал 1",2000-08-27,22:10,Спорт
"Канал 1",2000-08-27,22:15,"Дерби от Европа"
"Канал 1",2000-08-27,23:55,"Мода за всички"
"Канал 1",2000-08-27,00:25,"Луда ревност - игрален филм /САЩ/, 2 част"
"Канал 1",2000-08-27,01:55,Джазтайм
"Канал 1",2000-08-27,02:35,"Странната история на Олга О - игрален филм /Италия, 1995 г./, режисьор Антонио Бонифачо, в ролите: Серена Гранди, Стефане Ферара, Даниела Поджи, Дейвид Брандън и др."
"Канал 1",2000-08-27,04:05,"Страсти под слънцето - сериен тв филм /28 епизод/"
"Канал 1",2000-10-13,05:25,"Всички обичат Реймънд (3 еп.)"
"Канал 1",2000-10-13,05:50,"Видеоклипове на Uitni H\styn"
"Канал 1",2000-10-13,06:30,"Сутрешен блок"
"Канал 1",2000-10-13,06:31,"Дързост и красота - (363 еп.)"
"Канал 1",2000-10-13,09:30,"Всички обичат Реймънд (3 еп.)"
"Канал 1",2000-10-13,10:00,"Улица Сезам"
"Канал 1",2000-10-13,11:00,"Парламентарен контрол - пряко предаване от НС"
"Канал 1",2000-10-13,12:30,"По света и у нас"
"Канал 1",2000-10-13,12:40,"Парламентарен контрол - пряко предаване от НС"
"Канал 1",2000-10-13,14:00,"Чудото на българина"
"Канал 1",2000-10-13,14:30,"Език мой"
"Канал 1",2000-10-13,14:45,"Бродницкият национален парк"
"Канал 1",2000-10-13,15:00,"По света и у нас"
"Канал 1",2000-10-13,15:05,"Атлас: Гуилин - хълмове на вдъхновението"
"Канал 1",2000-10-13,15:30,"По вълните на музиката"
"Канал 1",2000-10-13,15:50,"Национален календар: Петковден"
"Канал 1",2000-10-13,15:55,"Катс и кучето (14 еп)"
"Канал 1",2000-10-13,16:25,"Празници на изкуствата ""Аполония"": Концерт на вокална фомрация ""Юлангело"""
"Канал 1",2000-10-13,17:00,"По света и у нас"
"Канал 1",2000-10-13,17:10,"Новини на турски език"
"Канал 1",2000-10-13,17:20,"Дързост и красота - (373 еп)"
"Канал 1",2000-10-13,18:00,Вкусно
"Канал 1",2000-10-13,18:10,"Само за ученици ли"
"Канал 1",2000-10-13,18:35,"Часът на Уорнър"
"Канал 1",2000-10-13,19:25,Европа
"Канал 1",2000-10-13,19:50,"Лека нощ, деца!: Искам приказка (3 част)"
"Канал 1",2000-10-13,20:00,"По света и у нас"
"Канал 1",2000-10-13,20:30,Панорама
"Канал 1",2000-10-13,21:30,"Профайлър - 22 сериен тв филм от САЩ, 2 еп."
"Канал 1",2000-10-13,22:15,Джубокс
"Канал 1",2000-10-13,23:00,"Американска дъщеря - игр. фил, (Русия 1995 г.)"
"Канал 1",2000-10-13,00:35,"По света и у нас"
"Канал 1",2000-10-13,00:50,"Клипове на Джанет Джексън"
"Канал 1",2000-10-13,01:20,"Неразкрити убийства - (16 еп)"
"Канал 1",2000-10-13,02:05,"24 квадрата - информационно киношоу"
"Канал 1",2000-10-13,02:35,"Видеоклипове на Де Ла Сол"
"Канал 1",2000-10-13,03:00,"Страсти под слънцето (58 еп)"
"Канал 1",2000-10-13,03:50,"Американска дъщеря - игр. фил, (Русия 1995 г.)"
"Канал 1",2000-11-18,06:15,"Бах 2000: Изпълнения на ""Джърман брас"""
"Канал 1",2000-11-18,06:45,"Дързост и красота - тв филм /397 епизод/"
"Канал 1",2000-11-18,07:15,"Телепазарен прозорец"
"Канал 1",2000-11-18,07:30,"Специализирано предаване за хора с увреден слух"
"Канал 1",2000-11-18,07:50,"Силни тела"
"Канал 1",2000-11-18,08:00,"Добро утро!"
"Канал 1",2000-11-18,10:30,"Детски свят: ""Палавници"" - тв игра"
"Канал 1",2000-11-18,11:00,"За животните с любов"
"Канал 1",2000-11-18,11:30,"III Международен фестивал на прическата и красотата"
"Канал 1",2000-11-18,12:00,"Милано - флирт с модата"
"Канал 1",2000-11-18,12:30,"По света и у нас"
"Канал 1",2000-11-18,12:40,"Райска градина - предаване за личното стопанство"
"Канал 1",2000-11-18,13:10,"Минута е много - тв състезание"
"Канал 1",2000-11-18,13:40,"Супермотор спорт"
"Канал 1",2000-11-18,14:20,"Клиника на третия етаж - тв филм /6 епизод/"
"Канал 1",2000-11-18,14:55,Фотоматон
"Канал 1",2000-11-18,15:25,"Атлас: ""Експедиция Антарктида - 2000"""
"Канал 1",2000-11-18,15:50,"Салон на книгата"
"Канал 1",2000-11-18,16:15,Суматоха
"Канал 1",2000-11-18,17:00,"По света и у нас"
"Канал 1",2000-11-18,17:10,"Чудният свят на Дисни: ""Скъпа, смалих децата"" - игрален филм /50 епизод/"
"Канал 1",2000-11-18,18:00,"Мело тв мания"
"Канал 1",2000-11-18,18:30,"Игри на съдбата - тв игра"
"Канал 1",2000-11-18,19:00,"Ах, тези муцуни!"
"Канал 1",2000-11-18,19:50,"Лека нощ, деца!: ""Пъргавелчетата във ваканция""/7 епизод/"
"Канал 1",2000-11-18,20:00,"По света и у нас"
"Канал 1",2000-11-18,20:30,"Кинопарад: ""Заредено оръжие"" - игрален филм /САЩ, 1993 г./, режисьор Джин Куинтано, в ролите: Емилио Естевез, Самюъл Джаксън, Джон Ловиц и др."
"Канал 1",2000-11-18,22:00,"Вили Казасян шоу бенд"
"Канал 1",2000-11-18,22:30,"Клуб НЛО"""
"Канал 1",2000-11-18,23:20,"По света и у нас"
"Канал 1",2000-11-18,23:35,"Концерт на ""Бекстрийт Бойс"""
"Канал 1",2000-11-18,00:35,"Сен-но рикю - майсторът на чайната церемония - игрален филм /Япония/, режисьор Кумай Кей, в ролите: Окуда Ейджи, Ашида Шинсуке, Тоширо Мифуне и др."
"Канал 1",2000-11-18,02:25,Видеоклипове
"Канал 1",2000-11-18,02:40,"Страсти под слънцето - тв филм /92 епизод/"
"Канал 1",2000-11-18,03:30,"Япония днес - научнопопулярен филм"
"Канал 1",2000-11-18,03:45,"Видеоклипове на Ален Башунг"
"Канал 1",2000-11-18,04:30,"Куче и котка - игрален филм /Франция/, 2 епизод"
"Канал 1",2000-11-19,05:05,Видеоклипове
"Канал 1",2000-11-19,05:20,"В акция"
"Канал 1",2000-11-19,05:35,"Видеоклипове на Жан-Жак Голдман"
"Канал 1",2000-11-19,07:30,"Детски свят: ""Сандокан - малайският тигър"" - анимационен филм /13 епизод/"
"Канал 1",2000-11-19,07:55,"Национален календар: ""115 години от Сръбско-Българската война"""
"Канал 1",2000-11-19,08:00,Чай
"Канал 1",2000-11-19,10:30,"Детски свят: ""Бон-Бон"" и ""Неделно междучасие"""
"Канал 1",2000-11-19,11:25,"Неделно здраве"
"Канал 1",2000-11-19,11:35,"Обеден концерт: Концерт на Софийската филхармония, в програмата: Увертюра ""Оберон"" от Карл Мария фон Вебер и Концерт за пиано №2, оп. 83 от Йоханес Брамс; солистка Есуко Терада - Япония, диригент Емил Табаков"
"Канал 1",2000-11-19,12:30,"По света и у нас"
"Канал 1",2000-11-19,12:40,Бразди
"Канал 1",2000-11-19,13:10,"Фестивал на старата градска песен в Петрич /РТВЦ - Благоевград/"
"Канал 1",2000-11-19,13:40,"В акция"
"Канал 1",2000-11-19,13:55,"NBA - професионален баскетбол от САЩ"
"Канал 1",2000-11-19,14:55,"Великите готвачи"
"Канал 1",2000-11-19,15:25,"Скрита камера"
"Канал 1",2000-11-19,15:45,"Контролен пункт Косово - тв филм"
"Канал 1",2000-11-19,16:10,"Уолт Дисни представя..."
"Канал 1",2000-11-19,17:00,"По света и у нас"
"Канал 1",2000-11-19,17:15,"Висша футболна лига: ""Нефтохимик"" - ""Черноморец"", пряко предаване от Бургас /в паузата: Теглене тиражите на ТОТО 2/"
"Канал 1",2000-11-19,19:15,Гласове
"Канал 1",2000-11-19,20:00,"По света и у нас"
"Канал 1",2000-11-19,20:30,"Неделна киновечер: ""Пътешествията на Гъливер"" - двусериен игрален филм /Великобритания/, 1 епизод, режисьор Чарлс Старидж, в ролите: Тед Дансън, Мери Стийнбъргън, Джеймс Фокс и др."
"Канал 1",2000-11-19,22:00,"Експо 2000 - ражда се нов свят"
"Канал 1",2000-11-19,22:25,"ТОТР - британска музикална класация"
"Канал 1",2000-11-19,22:55,"Дерби от Европа"
"Канал 1",2000-11-19,00:35,"По света и у нас"
"Канал 1",2000-11-19,00:50,"Мода за всички"
"Канал 1",2000-11-19,01:20,"Две луни - игрален филм /Полша, 1966 г./, режисьор Анджей Барански, в ролите: Божена Адамек, Беата Тишкевич, Артур Барчис и др."
"Канал 1",2000-11-19,03:35,"Клубно парти с ""Бейби Фейс Клан"""
"Канал 1",2000-11-19,04:15,"Страсти под слънцето - тв филм /93 епизод/"
"Канал 1",2000-11-20,05:15,"Всички обичат Реймънд - тв филм /26 епизод/"
"Канал 1",2000-11-20,05:45,"Дързост и красота - тв филм /398 епизод/"
"Канал 1",2000-11-20,06:30,"Сутрешен блок"
"Канал 1",2000-11-20,09:30,"Телепазарен прозорец"
"Канал 1",2000-11-20,09:45,"Всички обичат Реймънд - тв филм /26 епизод/"
"Канал 1",2000-11-20,10:15,"Детски свят: Дневникът"
"Канал 1",2000-11-20,10:40,"Курс по английски език: Кафене на кръстопът /3 епизод/"
"Канал 1",2000-11-20,11:05,"Завещанието - тв филм /3 епизод/"
"Канал 1",2000-11-20,12:00,"Народно творчество: ""Години, години..."" - рецитал на Анастасия Костова"
"Канал 1",2000-11-20,12:30,"По света и у нас"
"Канал 1",2000-11-20,12:40,"Щрих: Кожени гащи в царството на драконите"
"Канал 1",2000-11-20,13:05,"Детски свят: Улица ""Сезам"""
"Канал 1",2000-11-20,14:05,Необяснимото
"Канал 1",2000-11-20,14:35,"Курс по английски език: Кафене на кръстопът /4 епизод/"
"Канал 1",2000-11-20,15:00,"По света и у нас"
"Канал 1",2000-11-20,15:05,"Телепазарен прозорец"
"Канал 1",2000-11-20,15:20,"Господарят на змията - научнопопулярен филм"
"Канал 1",2000-11-20,15:45,"Албум за пиано"
"Канал 1",2000-11-20,16:05,"Клиника на третия етаж - тв филм /7 епизод/"
"Канал 1",2000-11-20,16:35,"Детски свят: ""Войната на зверовете"" - анимационен филм /47 епизод/"
"Канал 1",2000-11-20,17:00,"По света и у нас"
"Канал 1",2000-11-20,17:10,"Новини на турски език"
"Канал 1",2000-11-20,17:20,"Дързост и красота - тв филм /398 епизод/"
"Канал 1",2000-11-20,18:05,"Национален календар: Въведение Богородично"
"Канал 1",2000-11-20,18:10,Вкусно
"Канал 1",2000-11-20,18:25,"Частен случай"
"Канал 1",2000-11-20,18:30,"Заедно: Ние, власите"
"Канал 1",2000-11-20,19:00,"Завещанието - тв филм /4 епизод/"
"Канал 1",2000-11-20,19:50,"Лека нощ, деца!: ""Пъстра броеница"""
"Канал 1",2000-11-20,20:00,"По света и у нас"
"Канал 1",2000-11-20,20:30,"Киноцентърът представя: ""Понеделник 8 1/2"" и ""Силна вода"" - игрален филм /България,1975г./, режисьор Иван Терзиев, в ролите: Иван Григоров, Кирил Кавадарков, Филип Трифонов и др."
"Канал 1",2000-11-20,22:30,"Екип 4"
"Канал 1",2000-11-20,23:00,"Футболна Европа"
"Канал 1",2000-11-20,00:00,"По света и у нас"
"Канал 1",2000-11-20,00:15,"Еротиката в съвременния български роман"
"Канал 1",2000-11-20,00:45,"Странноприемница Ямайка"" - игрален филм /Франция/, режисьор Жил Беа, в ролите: Алис Беа, Хари Клевън и др."
"Канал 1",2000-11-20,02:15,"Джазфестивал Банско 2000: Теодоси Спасов трио"
"Канал 1",2000-11-20,03:10,"Страсти под слънцето - тв филм /94 епизод/"
"Канал 1",2000-11-20,04:00,"Господарят на змията - научнопопулярен филм"
"Канал 1",2000-11-20,04:30,"Видеоклипове на Франсис Кабрел"
"Канал 1",2000-11-21,05:20,"Всички обичат Реймънд - тв филм /27 епизод/"
"Канал 1",2000-11-21,05:45,"Дързост и красота - тв филм /399 епизод/"
"Канал 1",2000-11-21,06:30,"Сутрешен блок"
"Канал 1",2000-11-21,09:30,"Телепазарен прозорец"
"Канал 1",2000-11-21,09:45,"Национален календар: Въведение Богородично"
"Канал 1",2000-11-21,09:50,"Всички обичат Реймънд - тв филм /27 епизод/"
"Канал 1",2000-11-21,10:15,"Детски свят: ""Войната на зверовете"" - анимационен филм /43 епизод/"
"Канал 1",2000-11-21,10:40,"Курс по немски език /4 урок/"
"Канал 1",2000-11-21,11:10,"Аз съм такава, каквато съм /Жулиет Греко/"
"Канал 1",2000-11-21,12:00,"Народно творчество: ""От дума на дума"""
"Канал 1",2000-11-21,12:30,"По света и у нас"
"Канал 1",2000-11-21,12:40,"Адрес 4000"
"Канал 1",2000-11-21,13:10,"Духът на баща ми - игрален филм /България/, режисьор Дочо Боджаков, в ролите: Параскева Джукелова, Стоян Алексиев, Йоан Делчев, Николай Сотиров, Мария Сапунджиева"
"Канал 1",2000-11-21,14:30,"Курс по немски език /5 урок/"
"Канал 1",2000-11-21,15:00,"По света и у нас"
"Канал 1",2000-11-21,15:05,"Телепазарен прозорец"
"Канал 1",2000-11-21,15:20,"От и за Великобритания"
"Канал 1",2000-11-21,15:40,"Внимание - деца!"
"Канал 1",2000-11-21,16:05,"Клиника на третия етаж - тв филм /8 епизод/"
"Канал 1",2000-11-21,16:35,"Детски свят: Защо"
"Канал 1",2000-11-21,17:00,"По света и у нас"
"Канал 1",2000-11-21,17:10,"Новини на турски език"
"Канал 1",2000-11-21,17:20,"Дързост и красота - тв филм /399 епизод/"
"Канал 1",2000-11-21,18:05,Вкусно
"Канал 1",2000-11-21,18:25,"Частен случай"
"Канал 1",2000-11-21,18:30,Открито
"Канал 1",2000-11-21,19:00,"Корени в бъдещето - концерт по случай Деня на християнското семейство, пряко предаване от зала ""Св.София"""
"Канал 1",2000-11-21,19:50,"Лека нощ, деца!: ""Пъстра броеница"""
"Канал 1",2000-11-21,20:00,"По света и у нас"
"Канал 1",2000-11-21,20:30,"Видеопарад - пряко предаване от дискотека ""Ескейп"""
"Канал 1",2000-11-21,22:25,Далекоглед
"Канал 1",2000-11-21,22:30,"Екип 4"
"Канал 1",2000-11-21,23:00,"Недосегаемите - тв филм /17 епизод/"
"Канал 1",2000-11-21,00:00,"По света и у нас"
"Канал 1",2000-11-21,00:15,"Джаз тайм"
"Канал 1",2000-11-21,00:55,"Дъщерите на винаря - 6-сериен тв филм /Франция/, 1 и 2 епизод"
