channel,date,time,name
"Ефир 2",1995-12-17,20:00,Днес
"Ефир 2",1995-12-17,20:05,"Звезди в Ефира"
"Ефир 2",1995-12-17,20:35,"Фестивал за висша и авангардна мода"
"Ефир 2",1995-12-17,21:05,"NBA - професионален баскетбол от САЩ"
"Ефир 2",1995-12-17,22:00,"Днес +"
"Ефир 2",1995-12-17,22:25,"Точно попадение"
"Ефир 2",1995-12-17,22:35,"Великата илюзия: Диво сърце, /САЩ/"
"Ефир 2",1995-12-17,00:35,"Момичетата от видеоклиповете, 7 еп."
"Ефир 2",1996-01-01,18:00,Днес
"Ефир 2",1996-01-01,18:05,"Тайната на Сахара - сериен тв филм /Италия/, 1 еп."
"Ефир 2",1996-01-01,18:55,"Гласове от безкрая: Потекла е мътна вода"
"Ефир 2",1996-01-01,19:00,Подаръците
"Ефир 2",1996-01-01,19:30,Днес
"Ефир 2",1996-01-01,19:45,"Частен случай"
"Ефир 2",1996-01-01,19:50,Агробизнес
"Ефир 2",1996-01-01,20:00,"Новини на 10-и канал - тв сериен филм, 12 еп."
"Ефир 2",1996-01-01,21:00,"Настроение с музика - музикална програма"
"Ефир 2",1996-01-01,21:30,"Жилет - световен спорт"
"Ефир 2",1996-01-01,22:00,"Днес +"
"Ефир 2",1996-01-01,22:30,"Точно попадение"
"Ефир 2",1996-01-01,22:35,"ТВ справочник 2"
"Ефир 2",1996-01-01,22:40,"Киноклуб на Ефир 2: Джинджър и Фред - игр. филм /Италия/"
"Канал 1",1996-01-01,14:45,"Тв пазар"
"Канал 1",1996-01-01,15:00,"По света и у нас"
"Канал 1",1996-01-01,15:10,"Поглед върху природата - 10 и 11 еп."
"Канал 1",1996-01-01,16:00,"Дом за нашите деца - петсериен тв филм /България/ - 1 еп."
"Канал 1",1996-01-01,17:00,"По света и у нас"
"Канал 1",1996-01-01,17:05,"За децата: Крис и Крос, Хлапетата на Мънч, Аз и сестричката ми Клара и Саблеклюнът"
"Канал 1",1996-01-01,18:20,"Тв пазар"
"Канал 1",1996-01-01,18:25,"Огнени ритми - музикално предаване"
"Канал 1",1996-01-01,18:55,"Фантазиите на Сънчо"
"Канал 1",1996-01-01,19:20,"Тв пазар"
"Канал 1",1996-01-01,19:25,"Тв справочник"
"Канал 1",1996-01-01,19:45,"Лека нощ, деца!"
"Канал 1",1996-01-01,20:00,"По света и у нас"
"Канал 1",1996-01-01,20:30,"Спортни новини"
"Канал 1",1996-01-01,20:35,"Плюс-минус - повече за икономиката"
"Канал 1",1996-01-01,20:45,"Покрив под небето - трисериен тв филм /Англия/ - 1 еп."
"Канал 1",1996-01-01,21:45,"Едър план"
"Канал 1",1996-01-01,22:15,"Песен прегръдка - концерт на лауреатите на Пирин фолк"
"Канал 1",1996-01-01,23:15,"По света и у нас"
"Канал 1",1996-01-01,23:25,"Вавилон 5 - 23-сериен тв филм /САЩ/, 1 еп."
"Канал 1",1996-01-01,00:55,"Тв пазар"
"Ефир 2",1996-02-01,18:00,Днес
"Ефир 2",1996-02-01,18:05,"Вероника - лицето на любовта - семеен филм, 14 еп."
"Ефир 2",1996-02-01,18:55,"Гласове от безкрая: Индже - изпълняват Елка Вълчева и Атешхан Юсеинов"
"Ефир 2",1996-02-01,19:00,Кеш
"Ефир 2",1996-02-01,19:30,Днес
"Ефир 2",1996-02-01,19:45,"Частен случай"
"Ефир 2",1996-02-01,19:50,Агробизнес
"Ефир 2",1996-02-01,20:00,"Приключенията на Бриско Каунти Младши - тв сериен филм, 10 еп."
"Ефир 2",1996-02-01,20:50,"Концерт на Петко Генков /класическа китара/"
"Ефир 2",1996-02-01,21:30,"Жилет - световен спорт"
"Ефир 2",1996-02-01,22:00,"Днес +"
"Ефир 2",1996-02-01,22:30,"Точно попадение"
"Ефир 2",1996-02-01,22:35,"Тв справочник"
"Ефир 2",1996-02-01,22:40,"Киноклуб на Ефир 2: Отвъдното - документален филм, режисьорски дебют на Дайан Кийтън"
"Канал 1",1996-02-01,08:00,Бизнесзакуска
"Канал 1",1996-02-01,08:30,"По света и у нас"
"Канал 1",1996-02-01,08:35,"Добър ден, България"
"Канал 1",1996-02-01,10:00,"По света и у нас"
"Канал 1",1996-02-01,10:05,"Добър ден, България"
"Канал 1",1996-02-01,11:00,"Детски свят: Делфи и неговите приятели - анимационен филм /ХVII еп./"
"Канал 1",1996-02-01,11:25,"Световно първенство по биатлон /10 км - мъже, отборно/, пряко предаване от Руполдинг /Германия/"
"Канал 1",1996-02-01,12:45,"По света и у нас"
"Канал 1",1996-02-01,12:55,"Кво вадис - 6-сериен тв филм  /Италия/, VI еп."
"Канал 1",1996-02-01,14:00,"Световно първенство по биатлон /7.5 км - жени, отборно/, пряко предаване от Руполдинг /Германия/"
"Канал 1",1996-02-01,15:15,"По света и у нас"
"Канал 1",1996-02-01,15:25,"Тв пазар"
"Канал 1",1996-02-01,15:40,"Неизчезващите - трети филм от поредицата Дом за нашите деца /България/, II серия"
"Канал 1",1996-02-01,17:00,"По света и у нас"
"Канал 1",1996-02-01,17:05,"Детски свят: Тайнствените златни градове /ХХI еп./, Делфи и неговите приятели /ХIХ еп./, Вълшебната топка /ХХ еп./, анимационни филми и Катс и кучето - тв филм /IV еп./"
"Канал 1",1996-02-01,18:30,"Поглед върху природата - научнопопулярен филм /30 еп./"
"Канал 1",1996-02-01,18:55,"Писма за Надежда"
"Канал 1",1996-02-01,19:20,"Тв пазар"
"Канал 1",1996-02-01,19:25,"Тв справочник"
"Канал 1",1996-02-01,19:45,"Лека нощ, деца!"
"Канал 1",1996-02-01,20:00,"По света и у нас"
"Канал 1",1996-02-01,20:30,"Спортни новини"
"Канал 1",1996-02-01,20:35,"Плюс - минус - повече за икономиката"
"Канал 1",1996-02-01,20:45,Отзвук
"Канал 1",1996-02-01,21:05,"Хайде - предаване за масовата приватизация"
"Канал 1",1996-02-01,21:15,"Футбол: Реал /Сарагоса/ - Аякс /Амстердам/ В паузата: Тв справочник"
"Канал 1",1996-02-01,23:15,"По света и у нас"
"Канал 1",1996-02-01,23:25,"Червената катеричка - игрален филм /Испания/"
"Ефир 2",1996-02-12,17:00,"Полуфинал по баскетбол за Купата на България"
"Ефир 2",1996-02-12,19:00,"Третото око: Космическият българин - I част"
"Ефир 2",1996-02-12,19:30,Днес
"Ефир 2",1996-02-12,19:45,"Частен случай"
"Ефир 2",1996-02-12,19:50,Планета
"Ефир 2",1996-02-12,20:00,"Как ще ги стигнем... с Тодор Колев"
"Ефир 2",1996-02-12,21:10,"Кратка меса - музикален филм"
"Ефир 2",1996-02-12,21:30,"На фокус: Наркотрафикът"
"Ефир 2",1996-02-12,22:00,Днес+
"Ефир 2",1996-02-12,22:30,"Точно попадение"
"Ефир 2",1996-02-12,22:35,Таралеж
"Ефир 2",1996-02-12,22:40,"Тв справочник"
"Ефир 2",1996-02-12,22:45,"Трето полувреме"
"Ефир 2",1996-02-12,23:35,Еферия
"Канал 1",1996-02-12,13:40,"Тв пазар"
"Канал 1",1996-02-12,14:00,"Световно първенство по ски"
"Канал 1",1996-02-12,15:00,"По света и у нас"
"Канал 1",1996-02-12,15:10,"Поглед върху природата (33 еп.)"
"Канал 1",1996-02-12,15:35,"Неизчезващите (България), III серия"
"Канал 1",1996-02-12,16:45,"Тв пазар"
"Канал 1",1996-02-12,17:00,"По света и у нас"
"Канал 1",1996-02-12,17:05,"Детски свят"
"Канал 1",1996-02-12,17:55,"Слънчево колело"
"Канал 1",1996-02-12,18:00,"Лабиринтът на совата"
"Канал 1",1996-02-12,18:30,"Тв пазар"
"Канал 1",1996-02-12,18:35,"Планета футбол"
"Канал 1",1996-02-12,19:20,"Тв пазар"
"Канал 1",1996-02-12,19:25,"Тв справочник"
"Канал 1",1996-02-12,19:45,"Лека нощ, деца!"
"Канал 1",1996-02-12,20:00,"По света и у нас"
"Канал 1",1996-02-12,20:30,"Спортни новини"
"Канал 1",1996-02-12,20:35,"Плюс - минус"
"Канал 1",1996-02-12,20:45,Открито
"Канал 1",1996-02-12,21:05,"Романтична история - игр. филм (България)"
"Канал 1",1996-02-12,22:45,Седмоднев
"Канал 1",1996-02-12,23:15,"По света и у нас"
"Канал 1",1996-02-12,23:25,"Уловени мигове"
"Канал 1",1996-02-12,23:55,"Вавилон 5 (САЩ), 13 еп."
"Ефир 2",1996-04-01,18:00,Днес
"Ефир 2",1996-04-01,18:05,"Вероника - лицето на любовта - семеен филм, 57 епизод"
"Ефир 2",1996-04-01,18:50,"Лунна светлина - балетна миниатюра по музиката на Клод Дебюси, с участието на Маша Илиева и Росен Иванов"
"Ефир 2",1996-04-01,19:00,"ТВ виза: Ваканция в Израел"
"Ефир 2",1996-04-01,19:30,Днес
"Ефир 2",1996-04-01,19:45,"Частен случай"
"Ефир 2",1996-04-01,19:50,Планета
"Ефир 2",1996-04-01,20:00,"Как ще ги стигнем... с Тодор Колев - пряко от НДК"
"Ефир 2",1996-04-01,21:05,Калчомания
"Ефир 2",1996-04-01,21:30,"Позитив: Скитник между звездите"
"Ефир 2",1996-04-01,22:00,"Днес +"
"Ефир 2",1996-04-01,22:30,"Точно попадение"
"Ефир 2",1996-04-01,22:35,Таралеж
"Ефир 2",1996-04-01,22:40,"ТВ справочник"
"Ефир 2",1996-04-01,22:45,"Трето полувреме"
"Ефир 2",1996-04-01,23:15,"Изхвърлете мъртвото магаре - комедиен тв сериал, 5 епизод"
"Ефир 2",1996-04-01,23:40,Джаздиалози
"Канал 1",1996-04-01,14:40,"ТВ пазар"
"Канал 1",1996-04-01,15:00,"По света и у нас"
"Канал 1",1996-04-01,15:10,"Токата - балетна миниатюра"
"Канал 1",1996-04-01,15:25,"Андреа Селесте - тв филм (Аржентина), 47 епизод"
"Канал 1",1996-04-01,16:20,"Прелюдия - документален филм"
"Канал 1",1996-04-01,16:55,"ТВ пазар"
"Канал 1",1996-04-01,17:00,"По света и у нас"
"Канал 1",1996-04-01,17:05,"Ранен ТВ справочник"
"Канал 1",1996-04-01,17:15,"Детски свят"
"Канал 1",1996-04-01,18:05,"Очи в очи с животните: Дивото прасе"
"Канал 1",1996-04-01,18:30,"ТВ пазар"
"Канал 1",1996-04-01,18:35,"Планета Футбол"
"Канал 1",1996-04-01,19:20,"ТВ пазар"
"Канал 1",1996-04-01,19:25,"ТВ справочник"
"Канал 1",1996-04-01,19:45,"Лека нощ, деца!"
"Канал 1",1996-04-01,20:00,"По света и у нас"
"Канал 1",1996-04-01,20:30,"Спортни новини"
"Канал 1",1996-04-01,20:35,"Плюс - минус - повече за икономиката"
"Канал 1",1996-04-01,20:45,Открито
"Канал 1",1996-04-01,21:05,"Платено милосърдие - тв драма (България), режисьор Георги Дюлгеров"
"Канал 1",1996-04-01,22:10,"Часът на кучето - балетна постановка с участието на студио Арабеск"
"Канал 1",1996-04-01,23:00,"По света и у нас"
"Канал 1",1996-04-01,23:10,Седмоднев
"Канал 1",1996-04-01,23:40,"Разкази от криптата - сериен тв филм (САЩ), III епизод"
"Канал 1",1996-04-01,00:00,"ТВ пазар"
"Ефир 2",1996-04-19,18:00,Днес
"Ефир 2",1996-04-19,18:05,"Вероника - лицето на любовта - семеен филм, 52 епизод"
"Ефир 2",1996-04-19,18:55,"Гласове от безкрая"
"Ефир 2",1996-04-19,19:00,"Христо Христов и камерен ансамбъл Арс музика"
"Ефир 2",1996-04-19,19:30,Днес
"Ефир 2",1996-04-19,19:45,"Частен случай"
"Ефир 2",1996-04-19,19:50,"Кой, къде, какво"
"Ефир 2",1996-04-19,20:00,"Емили - сериен тв филм (Канада), 11 епизод"
"Ефир 2",1996-04-19,21:00,"Бягащи мигове"
"Ефир 2",1996-04-19,21:30,"Клуб Златната ябълка"
"Ефир 2",1996-04-19,22:00,"Днес +"
"Ефир 2",1996-04-19,22:30,"Точно попадение"
"Ефир 2",1996-04-19,22:35,Таралеж
"Ефир 2",1996-04-19,22:40,"ТВ справочник 2"
"Ефир 2",1996-04-19,22:45,"Великата илюзия: Жените от Брустър Плейс - игрален филм (САЩ)"
"Канал 1",1996-04-19,07:30,"Добро утро, София"
"Канал 1",1996-04-19,08:00,Бизнесзакуска
"Канал 1",1996-04-19,08:30,"По света и у нас"
"Канал 1",1996-04-19,08:35,"Добър ден, България"
"Канал 1",1996-04-19,10:00,"По света и у нас"
"Канал 1",1996-04-19,10:05,"Добър ден, България"
"Канал 1",1996-04-19,11:00,"Парламентарен контрол - пряко предаване от Народното събрание"
"Канал 1",1996-04-19,14:00,"ТВ пазар"
"Канал 1",1996-04-19,14:15,"Ответен удар (ХVI епизод)"
"Канал 1",1996-04-19,15:00,"По света и у нас"
"Канал 1",1996-04-19,15:10,"Училище за манекени (29 епизод)"
"Канал 1",1996-04-19,15:35,"Приключения, пътешествия, архиви (VII епизод)"
"Канал 1",1996-04-19,16:05,"Андреа Селесте (41 епизод)"
"Канал 1",1996-04-19,16:55,"ТВ пазар"
"Канал 1",1996-04-19,17:00,"По света и у нас"
"Канал 1",1996-04-19,17:05,"Ранен ТВ справочник"
"Канал 1",1996-04-19,17:15,"ТВ пазар"
"Канал 1",1996-04-19,17:30,"Детски свят"
"Канал 1",1996-04-19,18:20,"Часът на Уорнър"
"Канал 1",1996-04-19,19:20,"ТВ пазар"
"Канал 1",1996-04-19,19:25,"ТВ справочник"
"Канал 1",1996-04-19,19:45,"Лека нощ, деца!"
"Канал 1",1996-04-19,20:00,"По света и у нас"
"Канал 1",1996-04-19,20:30,"Спортни новини"
"Канал 1",1996-04-19,20:35,Плюс-минус
"Канал 1",1996-04-19,21:05,"Изоставената жена - игрален филм (Франция)"
"Канал 1",1996-04-19,22:35,Кръстопътища
"Канал 1",1996-04-19,22:45,"Гол след гол"
"Канал 1",1996-04-19,23:00,"По света и у нас"
"Канал 1",1996-04-19,23:10,"Петък 13"
"Канал 1",1996-04-19,23:25,"Какаду - игрален филм (Русия)"
"Ефир 2",1996-10-01,18:00,Днес
"Ефир 2",1996-10-01,18:05,"Картини от Странджа"
"Ефир 2",1996-10-01,18:30,"Авторски концерт на Красимир Кюркчийски"
"Ефир 2",1996-10-01,18:55,"Гласове от безкрая"
"Ефир 2",1996-10-01,19:00,"Изберете българското"
"Ефир 2",1996-10-01,19:30,Днес
"Ефир 2",1996-10-01,19:45,"Частен случай"
"Ефир 2",1996-10-01,19:50,Агробизнес
"Ефир 2",1996-10-01,20:00,"Туин Пийкс - тв сериен филм, САЩ, 30 еп."
"Ефир 2",1996-10-01,20:55,"Звезди в Ефира"
"Ефир 2",1996-10-01,21:25,"Музикални клипове от Улицата"
"Ефир 2",1996-10-01,22:00,"Днес +"
"Ефир 2",1996-10-01,22:30,"Топ спорт"
"Ефир 2",1996-10-01,22:35,"Тв справочник"
"Ефир 2",1996-10-01,22:40,"Киноклуб на Ефир 2: Елени - игр. филм, САЩ"
"Канал 1",1996-10-01,08:00,Бизнесзакуска
"Канал 1",1996-10-01,08:30,"По света и у нас"
"Канал 1",1996-10-01,08:35,"Слънчево колело"
"Канал 1",1996-10-01,08:45,"Светът на природата - сериен научнопопулярен филм, 6 еп."
"Канал 1",1996-10-01,09:35,"Детски свят"
"Канал 1",1996-10-01,10:00,"По света и у нас"
"Канал 1",1996-10-01,10:05,"Детски свят"
"Канал 1",1996-10-01,10:30,"Чаровният април - игрален филм, Англия"
"Канал 1",1996-10-01,12:00,"По света и у нас"
"Канал 1",1996-10-01,17:55,"Тв пазар"
"Канал 1",1996-10-01,18:00,"Детски свят"
"Канал 1",1996-10-01,18:50,"Писма за Надежда"
"Канал 1",1996-10-01,19:20,"Тв пазар"
"Канал 1",1996-10-01,19:25,"Тв справочник"
"Канал 1",1996-10-01,19:45,"Лека нощ, деца!"
"Канал 1",1996-10-01,20:00,"По света и у нас"
"Канал 1",1996-10-01,20:30,"Спортни новини"
"Канал 1",1996-10-01,20:35,"Хайде - предаване за масовата приватизация"
"Канал 1",1996-10-01,20:45,"Хирургически дух - сериен тв филм, 4 еп."
"Канал 1",1996-10-01,21:15,"Младият Пикасо - сериен филм, Испания, 1 еп."
"Канал 1",1996-10-01,22:05,"Супермотор спорт"
"Канал 1",1996-10-01,22:35,"Дон Карлос - опера от Джузепе Верди, II част"
"Канал 1",1996-10-01,23:50,"По света и у нас"
"Ефир 2",1996-12-31,14:30,"XX международен фестивал на цирка от Монте Карло (I част)"
"Ефир 2",1996-12-31,15:25,"Покахонтас - детски анимационен филм"
"Ефир 2",1996-12-31,16:10,"Новогодишна музикална чуднотека"
"Ефир 2",1996-12-31,17:00,"Таратата с участието на Силви Вартан"
"Ефир 2",1996-12-31,18:10,"Звездите - видеоклипове"
"Ефир 2",1996-12-31,18:40,"Шоуто на Джаспър Карът"
"Ефир 2",1996-12-31,19:30,Днес
"Ефир 2",1996-12-31,19:50,"Изпълнения на дуета Джон Хайът и Матю Суийт"
"Ефир 2",1996-12-31,20:25,"Аз не говори английски - комедия (Италия), режисьор Карло Ванцина, в ролите: Паоло Виладжо, Йън Прайс, Марио Бианко и др."
"Ефир 2",1996-12-31,21:55,"Особености на националния лов игрален филм (Русия), режисьор Александър Рогожин, в ролите Вилле Хаапасало, Алексей Булдаков, Виктор Бичков, Сергей Куприянов и др."
"Ефир 2",1996-12-31,23:30,"От три върха са запели"
"Ефир 2",1996-12-31,23:50,"Новогодишно приветствие към българския народ на президента на Република България д-р Желю Желев"
"Ефир 2",1996-12-31,00:00,"Химн на Република България"
"Ефир 2",1996-12-31,00:05,"За доброто настроение"
"Ефир 2",1996-12-31,00:30,"Кралете на мамбото - игрален филм (САЩ) с участието на Арманд Асанте, Антонио Бандерас и Марушка Детмерс"
"Ефир 2",1996-12-31,02:00,"Цвят на нощ - криминална драма с Брус Уилис (САЩ), режисьор Ричард Раш, участват още Джейн Марч, Лесли Ан Уорън, Скот Бакула, Робин Блейдс и др."
"Ефир 2",1996-12-31,04:00,"Край на програмата"
"Канал 1",1996-12-31,05:00,"Край на програмата"
"Канал 1",1996-12-31,10:00,"Детски свят: ""Книга за джунглата"" - игрален филм (САЩ), режисьор Стивън Сомърс, в колите Джейсън Скот Лий, Лина Хеди, Сам Нийл, Кери Елуис и др."
"Канал 1",1996-12-31,12:00,"По света и у нас"
"Канал 1",1996-12-31,14:30,"Нашата единстена България - съвместна новогодишна пограма на ТВЦ - Русе, Благоевград, Пловдив и Варна"
"Канал 1",1996-12-31,17:00,"Милион и един подаръци (I част)"
"Канал 1",1996-12-31,20:00,"По света и у нас"
"Канал 1",1996-12-31,20:30,"Да е благословено... - новогодишна фолклорна програма (I част)"
"Канал 1",1996-12-31,21:05,"Зелен таралеж - забавна програма"
"Канал 1",1996-12-31,22:30,"Новогодишно издание на ""Клуб НЛО"""
"Канал 1",1996-12-31,23:30,"Да е благословено... (II част)"
"Канал 1",1996-12-31,23:50,"Новогодишно приветствие към българския народ на президента на Република България д-р Желю Желев"
"Канал 1",1996-12-31,00:00,"Химн на Република България"
"Канал 1",1996-12-31,00:05,"Да е благословено... (III част)"
"Канал 1",1996-12-31,00:25,"На многая лета - празнична програма"
"Канал 1",1996-12-31,01:15,"Леле, мале, що сме се уплеле... - забавна програма"
"Канал 1",1996-12-31,02:25,"Новогодишна музикална програма на БНТ, ADR, MDR"
"Ефир 2",1997-12-27,17:30,"Риск печели, риск губи"
"Ефир 2",1997-12-27,18:00,"Специализирано предаване за хора с увреден слух"
"Ефир 2",1997-12-27,18:20,"Детска музикална програма"
"Ефир 2",1997-12-27,19:00,Днес
"Ефир 2",1997-12-27,19:10,"Ах, тези муцуни"
"Ефир 2",1997-12-27,20:00,"Коледа във Виена"
"Ефир 2",1997-12-27,21:10,"Робер Уден - животът на един вълшебник"
"Ефир 2",1997-12-27,22:00,Днес+
"Ефир 2",1997-12-27,22:20,Топспорт
"Ефир 2",1997-12-27,22:30,"Магистрала към ада, игрален филм САЩ"
"Ефир 2",1997-12-27,00:00,"Жюлиен Клер в Олимпия - концерт"
"Канал 1",1997-12-27,08:30,"Добро утро"
"Канал 1",1997-12-27,10:30,"Стълбица към небето"
"Канал 1",1997-12-27,10:45,"Детски свят"
"Канал 1",1997-12-27,11:45,Корени
"Канал 1",1997-12-27,12:05,Европа
"Канал 1",1997-12-27,12:20,"По света и у нас"
"Канал 1",1997-12-27,12:40,Вкусно
"Канал 1",1997-12-27,12:50,"Народна музика: ""Голямият род"""
"Канал 1",1997-12-27,13:30,Ключ
"Канал 1",1997-12-27,14:00,"Аз не говори английски - игрален филм, Италия"
"Канал 1",1997-12-27,15:30,"Микс Макс (Рапвидео)"
"Канал 1",1997-12-27,16:00,"Стефка Костадинова, док. филм"
"Канал 1",1997-12-27,16:30,"Обзор (култура)"
"Канал 1",1997-12-27,17:00,"По света и у нас"
"Канал 1",1997-12-27,17:10,"Оперетна музика"
"Канал 1",1997-12-27,18:00,Монополи
"Канал 1",1997-12-27,18:50,"Часът на Дисни"
"Канал 1",1997-12-27,19:45,"Лека нощ, деца!"
"Канал 1",1997-12-27,20:00,"По света и у нас"
"Канал 1",1997-12-27,20:20,"Фокс-киномания: Сам в къщи, игрален филм САЩ"
"Канал 1",1997-12-27,22:05,"КакАфония - честитки"
"Канал 1",1997-12-27,23:00,"По света и у нас"
"Канал 1",1997-12-27,23:15,Киномания
"Ефир 2",1998-11-23,17:25,"Празничен календар: ""Св. благоверен княз Александър Невски"""
"Ефир 2",1998-11-23,17:30,"Баскетбол: Мач на звездите - пряко от зала ""Изгрев"" град Бургас. В паузата: ""Днес"""
"Ефир 2",1998-11-23,19:30,"Риск печели, риск губи"
"Ефир 2",1998-11-23,19:55,"Гол плюс"
"Ефир 2",1998-11-23,20:00,"Футболна Европа"
"Ефир 2",1998-11-23,21:00,Планета
"Ефир 2",1998-11-23,21:30,"Адрес 4000"
"Ефир 2",1998-11-23,22:00,Днес
"Ефир 2",1998-11-23,22:10,Топспорт
"Ефир 2",1998-11-23,22:15,"Частен случай"
"Ефир 2",1998-11-23,22:20,"ТВ справочник 2"
"Ефир 2",1998-11-23,22:30,"Солният барон - сериен тв филм, 12 епизод"
"Ефир 2",1998-11-23,23:20,"Джаз на главната улица"
"Канал 1",1998-11-23,16:35,"Тв пазар"
"Канал 1",1998-11-23,17:00,"По света и у нас"
"Канал 1",1998-11-23,17:10,"Аз съм Пътят и Истината, и Животът..."
"Канал 1",1998-11-23,17:15,"От обич - сериен тв филм"
"Канал 1",1998-11-23,18:05,"Само за ученици ли?..."
"Канал 1",1998-11-23,18:30,"Плaнета ""Футбол"""
"Канал 1",1998-11-23,19:00,"Преди новините"
"Канал 1",1998-11-23,19:15,Вкусно
"Канал 1",1998-11-23,19:25,"Тв справочник"
"Канал 1",1998-11-23,19:50,"Лека нощ, деца!"
"Канал 1",1998-11-23,20:00,"По света и у нас"
"Канал 1",1998-11-23,20:30,"Киноцентърът представя: ""Понеделник 8 1/2"" и ""Кит"" - игрален филм /България/"
"Канал 1",1998-11-23,22:30,"Екип 4"
"Канал 1",1998-11-23,23:00,"Вход свободен - шоу на Тодор Колев"
"Канал 1",1998-11-23,23:50,"По света и у нас"
"Канал 1",1998-11-23,00:00,"Вход свободен - шоу на Тодор Колев /продължение/"
"Канал 1",1998-11-23,00:55,"Тв пазар"
"Ефир 2",1998-11-24,17:30,"Празничен календар: ""Великомъченица Екатерина"""
"Ефир 2",1998-11-24,17:35,"Сладката Канди - детски анимационен филм, 46 eпизод"
"Ефир 2",1998-11-24,18:00,Днес
"Ефир 2",1998-11-24,18:05,"Във вихъра на времето - тв сериал, 6 епизод"
"Ефир 2",1998-11-24,19:00,"Стойна преподобна /РТВЦ Благоевград/"
"Ефир 2",1998-11-24,19:30,"Риск печели, риск губи"
"Ефир 2",1998-11-24,19:55,"Гол плюс"
"Ефир 2",1998-11-24,20:00,"Жилет - световен спорт"
"Ефир 2",1998-11-24,20:30,"На прицел"
"Ефир 2",1998-11-24,21:00,"Музикален видеококтейл"
"Ефир 2",1998-11-24,21:30,"Европейски уроци"
"Ефир 2",1998-11-24,22:00,Днес
"Ефир 2",1998-11-24,22:10,Топспорт
"Ефир 2",1998-11-24,22:15,"Частен случай"
"Ефир 2",1998-11-24,22:20,"ТВ справочник 2"
"Ефир 2",1998-11-24,22:30,"Киноклуб на Ефир 2: ""Шокър"" - игрален филм /САЩ/"
"Канал 1",1998-11-24,06:55,"Тв пазар"
"Канал 1",1998-11-24,07:00,"Точно в 7"
"Канал 1",1998-11-24,12:30,"По света и у нас"
"Канал 1",1998-11-24,12:40,"Тв пазар"
"Канал 1",1998-11-24,16:35,"Тв пазар"
"Канал 1",1998-11-24,17:00,"По света и у нас"
"Канал 1",1998-11-24,17:10,"От обич - сериен тв филм"
"Канал 1",1998-11-24,18:05,"Без думи - тв състезание"
"Канал 1",1998-11-24,18:35,"Детски свят"
"Канал 1",1998-11-24,19:00,Екокамера
"Канал 1",1998-11-24,19:15,Вкусно
"Канал 1",1998-11-24,19:25,"Тв справочник"
"Канал 1",1998-11-24,19:50,"Лека нощ, деца!"
"Канал 1",1998-11-24,20:00,"По света и у нас"
"Канал 1",1998-11-24,20:30,"Спешно отделение - сериен тв филм /63 епизод/"
"Канал 1",1998-11-24,21:25,"Природата в нас"
"Канал 1",1998-11-24,22:00,"Мода за всички"
"Канал 1",1998-11-24,22:30,"Екип 4"
"Канал 1",1998-11-24,23:00,"Спасители на плажа - сериен тв филм /47 епизод/"
"Канал 1",1998-11-24,23:50,"По света и у нас"
"Канал 1",1998-11-24,00:00,"Тв пазар"
"Ефир 2",1998-11-25,17:25,"Празничен календар: ""Св. Климент Охридски"""
"Ефир 2",1998-11-25,17:30,"Европейско първенство по баскетбол: България - Германия, пряко предаване от Бургас. В паузата: ""Днес"""
"Ефир 2",1998-11-25,19:30,"Риск печели, риск губи"
"Ефир 2",1998-11-25,19:55,"Гол плюс"
"Ефир 2",1998-11-25,20:00,Суперскорости
"Ефир 2",1998-11-25,20:30,Сцена
"Ефир 2",1998-11-25,21:00,"Поглед в бъдещето"
"Ефир 2",1998-11-25,21:30,"Звезди в Ефира"
"Ефир 2",1998-11-25,22:00,Днес
"Ефир 2",1998-11-25,22:10,Топспорт
"Ефир 2",1998-11-25,22:15,"Частен случай"
"Ефир 2",1998-11-25,22:20,"ТВ справочник 2"
"Ефир 2",1998-11-25,22:30,"Плътта на дявола - тв сериен филм, 7 епизод /Италия/"
"Ефир 2",1998-11-25,23:25,"Три пантомими - етюди по хореография на Патрик Ноле"
"Канал 1",1998-11-25,06:55,"Тв пазар"
"Канал 1",1998-11-25,07:00,"Точно в 7"
"Канал 1",1998-11-25,12:30,"По света и у нас"
"Канал 1",1998-11-25,12:40,"Тв пазар"
"Канал 1",1998-11-25,16:35,"Тв пазар"
"Канал 1",1998-11-25,17:00,"По света и у нас"
"Канал 1",1998-11-25,17:10,"От обич - сериен тв филм"
"Канал 1",1998-11-25,18:00,"110 години СУ ""Климент Охридски"" - пряко предаване от Народния театър ""Иван Вазов"""
"Канал 1",1998-11-25,19:00,"Преди новините"
"Канал 1",1998-11-25,19:15,Вкусно
"Канал 1",1998-11-25,19:25,"Тв справочник"
"Канал 1",1998-11-25,19:50,"Лека нощ, деца!"
"Канал 1",1998-11-25,20:00,"По света и у нас"
"Канал 1",1998-11-25,20:30,"Спешно отделение - сериен тв филм /64 епизод/"
"Канал 1",1998-11-25,21:35,"Шампионска лига: ""Интер"" - ""Реал"" /М/, пряко предаване от Милано"
"Канал 1",1998-11-25,23:35,"Екип 4"
"Канал 1",1998-11-25,00:05,"Шампионска лига: ""Спартак"" /Москва/ - ""Щурм"" /Австрия/, репортаж"
"Канал 1",1998-11-25,00:25,"Тв пазар"
"Ефир 2",1998-11-26,17:30,"Сладката Канди - детски анимационен филм, 47 епизод"
"Ефир 2",1998-11-26,18:00,Днес
