# 1996-01-01 TV Schedule for Канал 1
time	title
14:45	Тв пазар
15:00	По света и у нас
15:10	Поглед върху природата - 10 и 11 еп.
16:00	Дом за нашите деца - петсериен тв филм /България/ - 1 еп.
17:00	По света и у нас
17:05	За децата: Крис и Крос, Хлапетата на Мънч, Аз и сестричката ми Клара и Саблеклюнът
18:20	Тв пазар
18:25	Огнени ритми - музикално предаване
18:55	Фантазиите на Сънчо
19:20	Тв пазар
19:25	Тв справочник
19:45	Лека нощ, деца!
20:00	По света и у нас
20:30	Спортни новини
20:35	Плюс-минус - повече за икономиката
20:45	Покрив под небето - трисериен тв филм /Англия/ - 1 еп.
21:45	Едър план
22:15	Песен прегръдка - концерт на лауреатите на Пирин фолк
23:15	По света и у нас
23:25	Вавилон 5 - 23-сериен тв филм /САЩ/, 1 еп.
00:55	Тв пазар
