# 1996-02-12 TV Schedule for Канал 1
time	title
13:40	Тв пазар
14:00	Световно първенство по ски
15:00	По света и у нас
15:10	Поглед върху природата (33 еп.)
15:35	Неизчезващите (България), III серия
16:45	Тв пазар
17:00	По света и у нас
17:05	Детски свят
17:55	Слънчево колело
18:00	Лабиринтът на совата
18:30	Тв пазар
18:35	Планета футбол
19:20	Тв пазар
19:25	Тв справочник
19:45	Лека нощ, деца!
20:00	По света и у нас
20:30	Спортни новини
20:35	Плюс - минус
20:45	Открито
21:05	Романтична история - игр. филм (България)
22:45	Седмоднев
23:15	По света и у нас
23:25	Уловени мигове
23:55	Вавилон 5 (САЩ), 13 еп.
