# 2000-08-24 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	На границите на възможното - тв филм /36 епизод/
09:25	Детски свят: "Войната на зверовете" /6 епизод/, "Чупи и Дуду" /57 епизод/, анимационни филми и "Опасният залив" - тв филм /22 епизод/
10:20	Краковски легенди
10:30	Райска градина - предаване за личното стопанство
11:00	Щефани, ангел хранител - тв филм /18 епизод/
12:00	Народно творчество: "Плетеница"
12:30	По света и у нас
12:40	Човешка комедия
13:00	В.И.П. - тв филм /18 епизод/
13:50	Семеен портфейл
14:20	Екокамера
14:50	Пътешествие с Шекспир /5 част/
15:50	Кратка история на бъдещето
16:20	Детски свят: "Войната на зверовете" - анимационен филм /9 епизод/
16:50	Рожен 2000: Картини и гласове от България
17:00	По света и у нас
17:10	Вкусно
17:20	Дързост и красота - тв филм /339 епизод/
18:05	Краковски легенди
18:15	Теглене тиражите на ТОТО 2
18:30	Здраве
19:00	Щефани, ангел хранител - тв филм /19 епизод/
19:50	Лека нощ, деца!: "Кайо" /38 епизод/
20:00	По света и у нас
20:35	В.И.П. - тв филм /19 епизод/
21:25	Далекоглед
21:30	Рожен 2000: Картини и гласове от България
21:40	Джазфестивал - Варна 2000: концерт на Йълдъз - Дашек
22:20	Рожен 2000: Картини и гласове от България"
22:30	По света и у нас
22:40	Спорт
22:45	Радиошоу - игрален филм /САЩ/, режисьор Оливър Стоун, в ролите: Ерик Богосян, Алек Болдуин, Елън Грийн, Лесли Хоуп и др.
00:30	1002 нощи /Гост-художникът Иван Кюранов/
01:30	Приятели до край - игрален филм /САЩ, 1997 г./, режисьор Джак Бендър, в ролите: Шарън Доърти, Дженифър Блан, Джейсън Лъндън, Хариет Сенсъм Харис и др.
03:05	Страсти под слънцето - тв филм /25 епизод/
03:55	На границите на възможното - тв филм /36 епизод/
04:20	Пътешествия: Израел
05:05	Видеоклипове на Уитни Хюстън
05:45	Дързост и красота - тв филм /338 епизод/
