# 2000-12-07 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Телепазарен прозорец
09:45	Всички обичат Реймънд - тв филм /36 епизод/
10:15	Детски свят: "Здравей"
10:45	Райска градина - предаване за личното стопанство
11:15	Завещанието - тв филм /12 епизод/
12:00	Народно творчество: "Бисери от Македония" /РТВЦ - Благоевград/ 12:30
12:40	Човешка комедия
13:00	Клиника на третия етаж - тв филм /18 епизод/
13:30	В света на динозаврите - научнопопулярен филм /5 епизод/
14:00	Третият сектор: "Пари за…"
14:30	Екокамера
15:00	По света и у нас
15:05	Телепазарен прозорец
15:20	Здравната реформа
15:35	Векът на България: 1951
15:45	По вълните на музиката
16:05	Огледалце, огледалце - тв филм /14 епизод/
16:30	Здраве
17:00	Футбол: "Кайзерслаутерн" - "Глазгоу рейнджърс", среща- реванш за Купата на УЕФА - пряко предаване от Кайзерслаутерн /в паузата: По света и у нас и новини на турски език/
18:50	Частен случай
18:55	Теглене тиражите на ТОТО 2
19:05	Завещанието - тв филм /13 епизод/
19:50	Лека нощ, деца!: "Цветчетата" /4 епизод/
20:00	По света и у нас
20:35	Клиника на третия етаж - тв филм /19 епизод/
21:05	В света на динозаврите - научнопопулярен филм /6 последен епизод/
21:35	Далекоглед
21:40	Седмица
22:10	Екип 4
22:40	Здравната реформа
22:50	24 квадрата
23:20	Недосегаемите- тв филм /24 последен епизод/
00:10	По света и у нас
00:25	1002 нощи
01:25	Майсторите хлебари - тв филм /5 и 6 епизод/
03:15	Видеоклипове
03:25	Страсти под слънцето - тв филм /109 епизод/
04:15	Видеоклипове
04:30	Всички обичат Реймънд - тв филм /36 епизод/
05:00	Видеоклипове на Франсис Кабрел
05:45	Непознатият Гданск
06:00	Видеоклипове на Аксел Ред
