# 1965-12-29 TV Schedule for Първа програма
# source: https://www.predavatel.com/bg/istoriya/
time	title
18:10	Научно-популярен филм
18:40	Дружно, пионери!
19:20	За децата: "Враждата" - киноновела от серията "Фюрн"
20:00	По света и у нас
20:20	"Познавате ли своя край?" - младежки телевизионен турнир
22:05	Повторение на курса по немски език
