# 1995-12-16 TV Schedule for Ефир 2
time	title
09:00	Детско утро
09:50	Светът отблизо
10:50	Светлините на рампата: Един живот /Франция/
12:10	Тв справочник
12:20	Клуб Класика
13:15	Албум Европа
14:15	Историята в 24 кадъра: Голямата игра САЩ - СССР, 6 еп.
15:05	Преминаващ през стените /Франция/
16:30	Спортна събота
17:00	Новини за хора с увреден слух
17:15	Музикална чуднотека
17:55	Розата на ветровете, 25 еп.
18:25	Галерии, галеристи
19:10	Ах, тези муцуни
20:00	Днес
20:05	911, телефонът на спасението, 6 еп.
20:55	Концерт стари градски песни
21:25	Хронометър
22:00	Днес +
22:25	Точно попадение
22:30	Портрет на М. Арнаудова
23:20	Дон Тонино - убийство заради покер, /Италия/
