# 1965-12-30 TV Schedule for Първа програма
# source: https://www.predavatel.com/bg/istoriya/
time	title
18:10	Курс по руски език
18:40	За децата: "Това се случи срещу Нова година" - новогодишен разказ от Гр. Угаров
18:50	За юношите: "Новогодишна комисия" - забавен концерт
19:30	"Координати на прогреса" - предаване за постиженията на българската наука и техника през годината
20:00	По света и у нас
20:20	Новото стихотворение на поета
20:25	"Капитанът на Толедо" - френско италиански игрален филм
21:55	"Накъде на Нова година?"
