# 1994-02-22 TV Schedule for Ефир 2
time	title
17:00	Днес
17:05	XVII Зимни олимпийски игри Лилехамер '94 ски бягане 4x10 км. /мъже/ и ски скок от 120м. шанца /отборно/ - репортаж
18:00	Днес
18:05	Телешопинг
18:10	Цената на убийството - документален филм
19:00	Днес
19:05	Концерт на млади изпълнители
19:30	Кеш - бизнеспрограма с водещ Мико Петров
20:00	Днес
20:15	Телешопинг
20:20	Далас - тв сериал - трети филм /17 епизод/
21:15	Полицейски новини
21:25	Телешопинг
21:30	Снимки от Америка - документален филм
22:00	Днес +
22:30	ТВ Справочник 2
22:35	Есенен маратон - психологическа драма с Евгени Леонов
00:05	Днес
