# 1994-02-22 TV Schedule for Канал 1
time	title
16:30	По света и у нас
16:35	Телешопинг
16:40	Детски свят: Парцалената кукла Ана (анимационен филм - XI епизод); Врящото гърне (куклено шоу XX епизод); Едно лято на остров Крал Джордж (научнопопулярен филм)
17:30	Капитан Петко Войвода (тв филм България I епизод)
18:40	Екокамера
19:10	Зимни олимпийски игри Лилехамер '94 (Дневник "А")
19:45	Лека нощ, деца!
20:00	По света и у нас
20:35	Отзвук
21:10	Семейство Флинстоун (анимационен филм - XIII епизод)
21:35	Фамилия Щраус тв. филм (Англия - X епизод)
22:30	Звезди '90
23:20	По света и у нас
23:30	Чарли Чаплин (тв филм)
