# 2000-03-04 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Специализирано предаване за хора с увреден слух
07:50	Детски свят: "Грозното пате" - анимационен филм /28 епизод/
08:20	Силни тела
08:30	Добро утро!
11:00	Италианска магия - детски концерт
11:30	Пресклуб
12:15	В акция
12:30	По света и у нас
12:40	Райска градина - предаване за личното стопанство
13:10	Народно творчество: "От дума на дума"
13:40	България днес: Казанлък
14:10	Супермотор спорт
15:10	Нещо друго - младите в българския попрок
15:40	Светът на дивата природа - научнопопулярен филм /17 епизод/
16:10	Суматоха - минути за култура
17:00	По света и у нас
17:10	Чудният свят на Дисни: "Скъпа, смалих децата" - игрален филм /21 епизод/
17:55	Мело тв мания
18:25	Магията на вятъра - музикален филм за Роберта
18:55	Гол плюс
19:00	Ах, тези муцуни!
19:50	Лека нощ, деца!: "Мечето Боян" /26 епизод/
20:00	По света и у нас
20:30	Кинопарад: "Мостовете на Медисън" - игрален филм /САЩ,1995г./ режисьор Клинт Истууд, в ролите: Мерил Стрийп, Клинт Истууд и др.
22:45	Каналето
23:35	Футбол плюс: Дерби от Европа /в паузата: По света и у нас/
01:35	Метална кожа - игрален филм /Австралия/, режисьор Джефри Райт, в ролите: Ейдън Янг, Тара Морис, Надин Гарнър, Бен Менделсон и др.
03:25	Светът на дивата природа - научнопопулярен филм /17 епизод/
03:50	Трамвай Желание" - игрален филм /САЩ/, І част
05:10	Интеграл: видеоклипове на Милен Фармер /І част/
05:40	Полицайката фотомодел - игрален филм /САЩ/
