# 1999-11-08 TV Schedule for Канал 1
time	title
06:45	ТВ Пазар
07:00	Точно в 7
10:00	По света и у нас
10:10	Страсти под слънцето - тв филм
11:05	Детски свят - Плодчетата, Улица "Сезам"
12:30	По света и у нас
12:40	Германците и спортът - документален филм
13:10	Международен фолклорен фестивал "Варна '99" /I част/
13:40	Холивудски каскадьори - документален филм
14:30	Природата на Финландия - научнопопулярен филм
15:00	По света и у нас
15:05	Курс по английски език "Гледай напред"
15:35	Дървените дракони на Инами - документален филм
16:00	Страсти под слънцето - тв филм
17:00	По света и у нас
17:10	Детски свят - Дневникът
17:40	Вкусно
17:55	Гол плюс
18:00	Рецитал на Ваня Костова
18:30	Шампионска лига
19:20	Екокамера
19:40	Частен случай
19:45	ТВ Справочник
19:50	Лека нощ, деца
20:00	По света и у нас
20:30	Киноцентърът представя: Понеделник 8 1/2 "Иван и Александра" - игрален филм
22:30	Екип 4
23:00	Хроника на промяната - документална поредица
23:15	Футболна Европа
00:15	По острието - епизод от тв поредицата "Новини на десети канал"
01:05	Миса солемнис от Моцарт
