# 1966-01-01 TV Schedule for Първа програма
# source: https://www.predavatel.com/bg/istoriya/
time	title
18:05	Новини
18:10	Концерт народна музика
18:40	"Честита нова година, малки приятели!" - програма от детски филми
19:25	Национален празник на куба
20:00	По света и у нас
20:20	"Новогодишен панаир" - съветски телевизионен забавен филм
22:30	Новини
