# 2000-05-15 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	Отдаденост - сериен тв филм /17 епизод/
09:55	Детски свят: "Големият лов на Нанук" - анимационен филм /7 епизод/ и "Щастието на живота" /9 епизод/
10:30	Курс по английски език "Гледай напред!" /36 урок/
11:00	Улица "Сезам"
12:00	Народно творчество: "Жива вода: 40 години фолклорен танцов театър "Найден Киров"- ІІ част /РТВЦ-Русе/
12:30	По света и у нас
12:40	Адрес 4000
13:10	Спешно отделение - сериен тв филм /26 епизод/
14:00	Архитектура 2000
14:30	Курс по английски език "Гледай напред!" /59 урок/
15:00	По света и у нас
15:05	Светът на чудесата - документална поредица
15:30	Албум за пиано
15:50	Очи в очи с животните
16:00	Отдаденост - сериен тв филм /19 епизод/
17:00	По света и у нас
17:10	Детски свят: "Дневникът"
17:40	Вкусно
17:55	Частен случай
18:00	Всички обичат Реймънд - сериен тв филм /34 епизод/
18:30	Заедно: "Трафик на жени"
19:00	Шампионска лига
19:50	Лека нощ, деца!: "Приказки оттук и там" /І епизод/
20:00	По света и у нас
20:30	Киноцентърът представя: "Понеделник 8 1/2" и "Бедният Лука" - игрален филм /България, 1979г./, режисьор Яким Кимов, в ролите: Наум Шопов, Катя Паскалева, Борис Луканов, Антоний Генов и др.
22:30	Екип 4
23:00	Футболна Европа
00:00	По света и у нас
00:10	Смъртни грехове - игрален филм /Италия, 1992г./
01:40	Адрес 4000
02:10	Видеоклипове на Уитни Хюстън
02:50	Метална кожа - игрален филм /Австралия/
04:40	Заедно: "Трафик на жени"
05:10	Светът на чудесата - документална поредица
05:45	Дързост и красота - сериен тв филм /202 епизод/
