# 2000-05-15 TV Schedule for Ефир 2
time	title
17:55	По света и у нас
18:05	Квазимодо - анимационен филм /9 епизод/
18:30	Риск печели, риск губи - шоу на Къци Вапцаров
19:00	Съкровищата на света - документална поредица
19:15	Дързост и красота - сериен тв филм /276 епизод/
20:00	Димитър Талев и Македония - тв филм /РТВЦ Благоевград/
20:30	Магията на киното /23 епизод/
21:00	С музиката на Росини - концерт с участието на Студио "Концертанте" с диригент Найден Тодоров, в програмата арии и увертюри от опери на Росини
22:00	По света и у нас
22:10	Топспорт
22:15	Метална кожа - игрален филм /Австралия, 1994г./, режисьор Джефри Райт, в ролите: Ейдън Янг, Тара Морис, Надин Гарнър, Бен Менделсон и др.
00:05	Край на програмата
