# 2000-08-19 TV Schedule for Канал 1
time	title
07:20	Детски свят: "Войната на зверовете" - анимационен филм /2 епизод/
07:50	Силни тела
08:00	Добро утро
10:00	Първи международен турнир по маунтийн байк - биатлон /репортаж/
10:30	Детски свят: "Палавници" - тв игра "Мама е невъзможна" - тв филм /5 епизод/
11:30	Рожен 2000: Картини и гласове от България
11:40	Вдъхновени от Бах: Йо-Йо Ма, Джейн Торвил, Кристофър Дийн и Том Маккамъс в "Шест действия"
12:30	По света и у нас
12:40	Народно творчество: "Българският Марсел Селие"
13:10	България днес: Берковица
13:40	Рожен 2000: Картини и гласове от България
13:50	Супермотор спорт
14:30	Фотоматон
15:00	Салон на книгата
15:30	Веселите момчета - игрален филм /Русия/, режисьор
17:00	По света и у нас
17:10	Чудният свят на Дисни: "Скъпа, смалих децата" - игрален филм /44 последен епизод/
18:00	Ретро мело/тв/мания
18:30	Игри на съдбата - тв игра
19:00	Концерт на Мишел Сарду в зала "Олимпия"
19:50	Лека нощ, деца!: "Кайо" /33 епизод/
20:00	По света и у нас
20:20	Спорт
20:30	Наследството - игрален филм /Англия/, режисьор Боби
22:05	Клиповете на "Форте "Топ 20"
22:35	По света и у нас
22:45	Спорт
22:50	Рожен 2000: Картини и гласове от България
23:00	Кинопарад: "Отровната Айви 2: Лили" - игрален филм /САЩ, 1992г./, режисьор Ан Гурсо, в ролите: Ксандър Бъркли, Джонатан Шех, Виктория Хаас, Камила Бел и др.
00:30	Рок експлозия - Бургас 2000" /2 част/
01:20	Порой - игрален филм/САЩ/, режисьор Михаел Саломон, в ролите: Морган Фрийман, Крисчън Клейтър и др.
02:55	Видеоклипове на Корс
03:20	Страсти под слънцето - сериен тв филм /20 епизод/
04:10	Наследството - игрален филм /Англия/
05:40	Видеоклипове
06:00	Веселите момчета - игрален филм /Русия/
