# 2000-05-07 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Детски свят: "Големият лов на Нанук" - анимационен филм /4 епизод/
08:00	Чай
10:30	Детски свят: "Бон-Бон" и "Неделно междучасие"
11:30	Неделно здраве
11:40	Пролетен музикален фестивал "Аполония" - концерт на клавирно дуо Аглика Генова и Любен Димитров
12:30	По света и у нас
12:40	Бразди
13:10	Народно творчество: "От дума на дума"
13:40	В начало беше словото
14:10	Минута е много - тв състезание
14:40	Портрети: "Вселената на проф.Румен Цанев"
15:20	Форум на българската мода
16:10	Един век Сачмо с участието на Людмил Георгиев, Стефка Оникян, Камелия Тодорова, Васил Петров и др.
17:00	По света и у нас
17:10	Уолт Дисни представя...
18:00	Теглене тиражите на ТОТО 2 и "Планета "Спорт"
19:00	Гласове
19:50	Лека нощ, деца!: "Коки" /6 епизод/
20:00	По света и у нас
20:30	Неделна киновечер: "Кой е бащата" - игрален филм /Германия/, режисьор Шери Хорман, в ролите: Херберт Кнауп, Корина Арфош, Ричи Мюлер, Аксел Милберг и др.
22:10	Футбол плюс: Дерби от Европа
00:00	По света и у нас
00:15	Мода за всички
00:45	София мюзикфилмфест 2000: джазконцерт
01:25	Бела Дона - игрален филм /САЩ, Бразилия/
03:05	Кой е бащата - игрален филм /Германия/
04:45	Интеграл
05:45	Дързост и красота - сериен тв филм /196 епизод/
