# 2000-05-07 TV Schedule for Ефир 2
time	title
17:55	По света и у нас
18:05	Квазимодо - анимационен филм /5 епизод/
18:30	Народно творчество: "Пролетни песни и обичаи"
19:00	Монограмът - сериен тв филм /1 епизод/
19:50	Магията на киното /15 епизод/
20:15	Жан Жироду - документален филм
21:00	Много повече от двама - концерт на Ана Белен и Виктор Мануел
22:00	По света и у нас
22:10	Топспорт
22:15	NBA - професионален баскетбол от САЩ
23:15	Бела Дона - игрален филм /САЩ,Бразилия/, режисьор Фабио Барето, в ролите: Наташа Хенстридж, Едуардо Московис, Софи Уорд и др.
01:00	Край на програмата
