# 1996-10-01 TV Schedule for Канал 1
time	title
08:00	Бизнесзакуска
08:30	По света и у нас
08:35	Слънчево колело
08:45	Светът на природата - сериен научнопопулярен филм, 6 еп.
09:35	Детски свят
10:00	По света и у нас
10:05	Детски свят
10:30	Чаровният април - игрален филм, Англия
12:00	По света и у нас
17:55	Тв пазар
18:00	Детски свят
18:50	Писма за Надежда
19:20	Тв пазар
19:25	Тв справочник
19:45	Лека нощ, деца!
20:00	По света и у нас
20:30	Спортни новини
20:35	Хайде - предаване за масовата приватизация
20:45	Хирургически дух - сериен тв филм, 4 еп.
21:15	Младият Пикасо - сериен филм, Испания, 1 еп.
22:05	Супермотор спорт
22:35	Дон Карлос - опера от Джузепе Верди, II част
23:50	По света и у нас
