# 1998-12-24 TV Schedule for Ефир 2
time	title
16:30	"Празничен календар": Бъдни вечер
16:35	"Нощта срещу Коледа" - тв филм
17:05	"Цирк на бъдещето" - международна циркова програма
18:00	"Риск печели, риск губи" - шоу на Къци Вапцаров
19:00	"Празничен сън" (I част)
19:30	"Като лъвовете" - празнично детско тв шоу
20:10	"Свежият принц на Бел Еър" - комедиен сериал, 18 и 19 епизод
21:00	"Звездите за децата" - благотворителен концерт за диабетноболни деца
22:00	"Днес"
22:10	"Соломон" - игрален филм от поредицата "Библията" (копродукция, 1997 г.), II серия
23:40	"Моята тайна страст" - концерт на Майкъл Болтън
