# 1998-12-24 TV Schedule for Канал 1
time	title
10:00	Детски свят "Ние XXI век", Еуженио - анимационен филм и Румпъл Цимпър Цампър - игрален филм
12:30	По света и у нас
12:40	Вкусно
12:50	Народно творчество: "Бъдник"
13:20	"Господин Куче" - игрален филм (Италия)
14:50	На воля: "Пандите" с Дебра Уингър - научнопопулярен филм
15:45	Детски святЛ "За краля, астролога, шута и тримата музиканти" - игрален филм, "Юнак Петльо" - фолклорен спектакъл, "Историята на Рождество" - анимационен филм
18:00	Бъдни вечер - празнично богослужение, пряко предаване от "Св. Александър Невски"
19:00	Коледа в сърцето - тв филм
19:45	Лека нощ, деца!
19:55	Странникът
20:00	По света и у нас
20:15	"Песъчинка от света" - тв спектакъл с участието на група "Аква", Диана Дафова и др.
21:25	"Духът на баща ми" - тв филм (България)
22:45	"Празнична наздравица" - концерт с участието на Стефка Минчева, Петко Петков, Румен Дойчев, Детски радиохор, Стефка Съботинова и др.
23:55	"Ваканция за любов" - любовна драма (САЩ)
