# 2000-05-20 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Специализирано предаване за хора с увреден слух
07:50	Силни тела
08:00	Добро утро!
10:30	Палавници - тв игра
11:00	За животните с любов
11:30	Пресклуб
12:15	В акция
12:30	По света и у нас
12:40	Райска градина - предаване за личното стопанство
13:10	Народно творчество: "От дума на дума"
13:40	Сбогом, столетие!
14:10	Супермотор спорт
15:10	Фотоматон
15:40	Салон на книгата
16:10	Суматоха - минути за култура
17:00	По света и у нас
17:10	Чудният свят на Дисни: "Скъпа, смалих децата" - игрален филм /32 епизод/
18:00	Мело тв мания
18:30	Игри на съдбата - тв игра
19:00	Ах, тези муцуни!
19:50	Лека нощ, деца!: "Приказки оттук и там" /6 епизод/
20:00	По света и у нас
20:30	Кинопарад: "С отличие" - игрален филм /САЩ, 1994г./, режисьор Алек Кешипян, в ролите: Джо Пеши, Брендан Фрейзър, Мойра Кели, Патрик Демпсит, Гор Видал др.
22:15	Клуб НЛО"
23:05	Ах, кафето! - галаспектакъл по случай 15-годишния юбилей на "Кафе с автограф" с участието на Стоянка Мутафова, Георги Калоянчев, Никола Анастасов, Искра Радева, Ивайло Христов, Васил Найденов, Маргарита Хранова и др.
00:05	По света и у нас
00:20	Хиената - игрален филм /Италия/, режисьор Джо Д'Амато, в ролите: Чинция Рокафорте, Давид Д'Инджео, Анна Мария Петрова, Джейсън Сосие и др.
01:50	Видеоклипове на Полийс и Стинг
02:35	В акция
02:50	Дива страст - игрален филм /САЩ/, режисьор Франклин Бронър, в ролите: Кристофър Уолкън, Доун Чен, Стивън Бауър, Ан Хек и др.
04:25	Сбогом, столетие!
04:55	Камий Клодел - игрален филм /Франция/, ІІ част
06:15	Хората около нас - документален филм /І част/
06:45	Видеоклипове на Джанет Джаксън
