# 2000-11-26 TV Schedule for Канал 1
time	title
07:30	Детски свят: "Сандокан - малайският тигър" - анимационен филм /14 епизод/
08:00	Чай
10:30	Детски свят: "Спукано гърне" и "Неделно междучасие"
11:30	Неделно здраве
11:40	Обеден концерт: "Тоска" на софийска сцена
12:30	По света и у нас
12:40	Национален календар: Ньойският договор
12:45	Бразди
13:15	Ромски ритми
13:45	Клиника на третия етаж - сериен тв филм /12 епизод/
14:10	Висша футболна лига: "Левски" - "Велбъжд", пряко предаване от стадион "Георги Аспарухов"
16:30	Човекът, който живееше с илюзии - филм за Орфи
17:00	По света и у нас
17:10	Уолт Дисни представя...
18:00	Теглене тиражите на ТОТО 2 и Планета спорт
19:00	Гласове
19:50	Лека нощ, деца!: "Пъстра броеница"
20:00	По света и у нас
20:30	Неделна киновечер: "Пътешествията на Гъливер" - игрален филм /Великобритания/ ІІ част, режисьор Чарлс Старидж, в ролите: Тед Дансън, Мери Стийнбъргън, Джеймс Фокс, Нед Бийти, Едуард Фокс и др.
22:00	ТОТР - британска музикална класация
22:30	Дерби от Европа
00:10	По света и у нас
00:25	Моден свят
00:55	NBA - професионален баскетбол от САЩ
01:55	Суон - игрален филм /Канада/, режисьор Ана Бенсън Гайлс, в ролите: Миранда Ричардсън, Бренда Фрикър и др.
03:30	Джаз тайм
04:10	Страсти под слънцето - тв филм /100 епизод/
05:00	Видеоклипове на Ален Башунг
05:45	Дързост и красота - тв филм /402 епизод/
