# 2000-08-20 TV Schedule for Канал 1
time	title
07:30	Детски свят: "Войната на зверовете" - анимационен филм /3 епизод/
08:00	Чай
10:00	Първи международен турнир по маунтийн байк - биатлон /репортаж/
10:30	Детски свят: "Спукано гърне" и "Мама е невъзможна" в филм /6 епизод/
11:30	Рожен 2000: Картини и гласове от България
11:40	Неделно здраве
11:50	Обеден концерт: Пети салон на изкуствата - концерт на Нина Малеева /арфа/ и Жерар Бургойн /флейта/
12:30	По света и у нас
12:40	Бразди
13:10	Международен фолклорен фестивал - Велико Търново
13:40	Малкият Йерусалим - тв филм
14:10	Рожен 2000: Картини и гласове от България
14:20	Скрита камера
14:40	Великите готвачи /6 епизод/
15:15	Големите писатели на ХХ век: Олдъс Хъксли
16:05	Музиката в циганската душа/2 част/
17:00	По света и у нас
17:10	Уолт Дисни представя...
18:00	Висша футболна лига: "Левски" - "Славия", пряко предаване от стадион "Георги Аспарухов" В паузата: Теглене тиражите на ТОТО 2
19:50	Лека нощ, деца!: "Кайо" /34 епизод/
20:00	По света и у нас
20:20	Спорт
20:30	Неделна киновечер: "Желанието на Ема" - игрален филм
22:00	Рожен 2000: Картини и гласове от България
22:10	По света и у нас
22:20	Спорт
22:25	Дерби от Европа
00:25	Моден свят
00:55	Любов и ненавист - игрален филм /Испания/, режисьор Висенте Ескрива, в ролите: Кристина Ойос, Хосе Санчо, Мерседес Саниетро, Хуан Антонио Хименес и др.
02:30	Клубно парти с "Меджик ейт"
03:10	Страсти под слънцето - сериен тв филм /21 епизод/
04:00	Пътешествия: Катманду
04:45	Видеоклипове
05:00	Желанието на Ема - игрален филм /САЩ/
