# 2000-03-05 TV Schedule for Ефир 2
time	title
17:55	По света и у нас
18:05	Грозното пате - анимационен филм /43 епизод/
18:30	Човекът с желязната маска - игрален филм /САЩ/, режисьор Майк Нюуел, в ролите: Ричард Чембърлейн, Патрик Макгуън, Луи Журдан и др.
20:20	Като лъвовете - детско тв шоу
21:10	Международен турнир по борба свободен стил "Дан Колов" - репортаж от зала "Универсиада"
22:00	По света и у нас
22:10	Топспорт
22:15	NBA - професионален баскетбол от САЩ
23:15	Трамвай Желание" - игрален филм /САЩ/, ІІ част
00:30	Край на програмата
